# amide: ROI Analysis File - generated on Fri Aug 20 21:23:56 2010
#
# Study:	XXXXXXXXXXXX
#
# ROI:	tumor	Type:	ellipsoid
#   Data Set:	XXXXXXXXXXXX	Scaling Factor:	1
#   Frame 0, Gate 0
#      Value	      Weight	      X (mm)	      Y (mm)	      Z (mm)
     1.43746	           1	    -118.164	     19.3359	       55.25
     1.43742	           1	    -113.867	     36.5234	        -8.5
     1.43737	           1	    -139.648	     23.6328	       38.25
     1.43737	           1	    -131.055	     19.3359	        -8.5
     1.43594	           1	    -126.758	     6.44531	       12.75
     1.43587	           1	    -126.758	     32.2266	           0
     1.43427	           1	     -109.57	     19.3359	        59.5
     1.43417	           1	    -105.273	     15.0391	          34
      1.4331	           1	    -126.758	     15.0391	       63.75
     1.43302	           1	    -126.758	     10.7422	        59.5
     1.43292	           1	    -105.273	     15.0391	       38.25
     1.43219	           1	    -105.273	     27.9297	           0
     1.43186	           1	    -113.867	     40.8203	       -4.25
     1.43183	           1	    -122.461	     2.14844	        42.5
     1.43138	           1	    -113.867	     45.1172	           0
     1.43124	           1	    -122.461	     27.9297	       55.25
     1.43029	           1	    -118.164	     23.6328	       63.75
     1.42967	           1	     -109.57	     36.5234	       46.75
     1.42946	           1	    -105.273	     10.7422	          34
       1.429	           1	    -126.758	     23.6328	          51
     1.42779	           1	    -143.945	     23.6328	         8.5
     1.42725	           1	    -131.055	     2.14844	       38.25
      1.4264	           1	    -118.164	     45.1172	           0
      1.4262	           1	    -113.867	     15.0391	       63.75
     1.42619	           1	     -109.57	     6.44531	       29.75
     1.42577	           1	    -126.758	     2.14844	        42.5
     1.42541	           1	    -113.867	     23.6328	       63.75
       1.425	           1	    -113.867	     27.9297	        59.5
     1.42223	           1	    -126.758	     40.8203	         8.5
      1.4217	           1	     -109.57	     45.1172	        4.25
     1.42152	           1	    -131.055	     32.2266	       38.25
     1.42135	           1	    -105.273	     27.9297	       38.25
     1.42127	           1	    -139.648	     10.7422	        42.5
     1.42085	           1	    -118.164	     2.14844	       38.25
     1.42067	           1	    -131.055	     10.7422	        4.25
     1.41996	           1	    -143.945	     10.7422	       29.75
     1.41773	           1	    -113.867	     10.7422	        59.5
     1.41632	           1	    -126.758	     40.8203	        4.25
     1.41628	           1	    -139.648	     19.3359	           0
     1.41512	           1	    -126.758	     15.0391	       -4.25
     1.41444	           1	    -105.273	     10.7422	       29.75
     1.41301	           1	     -109.57	     15.0391	       -4.25
     1.41296	           1	    -143.945	     23.6328	          17
     1.41245	           1	    -135.352	     32.2266	         8.5
     1.41238	           1	    -143.945	     23.6328	       12.75
     1.41192	           1	    -105.273	     19.3359	        42.5
     1.41166	           1	    -135.352	     23.6328	      -12.75
     1.41139	           1	    -135.352	     32.2266	       12.75
      1.4106	           1	    -126.758	     27.9297	          51
     1.41054	           1	    -148.242	     19.3359	       21.25
     1.41051	           1	    -113.867	     6.44531	          17
     1.40932	           1	    -126.758	     32.2266	        42.5
       1.409	           1	    -118.164	     45.1172	        4.25
     1.40836	           1	    -105.273	     23.6328	       -4.25
     1.40835	           1	    -126.758	     32.2266	       46.75
     1.40789	           1	    -131.055	     36.5234	       29.75
     1.40762	           1	    -113.867	     6.44531	       21.25
     1.40707	           1	    -118.164	     15.0391	          68
      1.4058	           1	    -139.648	     19.3359	        4.25
     1.40505	           1	    -105.273	     19.3359	       38.25
     1.40464	           1	    -135.352	     15.0391	           0
     1.40455	           1	    -118.164	     10.7422	       63.75
     1.40444	           1	     -109.57	     23.6328	        -8.5
     1.40426	           1	    -105.273	     19.3359	          34
     1.40359	           1	    -122.461	     19.3359	       55.25
     1.40168	           1	     -109.57	     15.0391	       55.25
     1.40133	           1	    -122.461	     32.2266	       55.25
     1.40128	           1	    -122.461	     23.6328	       55.25
     1.40124	           1	     -109.57	     45.1172	       12.75
     1.40066	           1	    -126.758	     36.5234	        42.5
     1.40008	           1	    -113.867	     45.1172	          17
     1.39898	           1	    -139.648	     32.2266	       21.25
     1.39844	           1	    -143.945	     19.3359	         8.5
     1.39829	           1	    -118.164	     36.5234	       46.75
     1.39823	           1	     -109.57	     23.6328	        59.5
     1.39817	           1	    -135.352	     27.9297	      -12.75
     1.39811	           1	    -105.273	     36.5234	          34
     1.39802	           1	    -118.164	     23.6328	          68
     1.39723	           1	    -122.461	     19.3359	       63.75
     1.39715	           1	    -135.352	     36.5234	          34
     1.39713	           1	    -122.461	     36.5234	        -8.5
     1.39673	           1	    -122.461	     19.3359	          68
      1.3959	           1	    -126.758	     19.3359	         -17
     1.39556	           1	    -131.055	     6.44531	          51
     1.39534	           1	    -139.648	     23.6328	        4.25
     1.39485	           1	    -118.164	     15.0391	        -8.5
      1.3937	           1	    -126.758	     36.5234	       38.25
     1.39305	           1	    -139.648	     23.6328	           0
     1.39146	           1	    -122.461	     15.0391	          68
     1.39109	           1	    -122.461	     32.2266	      -21.25
     1.39105	           1	    -122.461	     27.9297	       -25.5
       1.391	           1	    -143.945	     19.3359	          34
     1.39092	           1	    -122.461	     27.9297	      -21.25
     1.39091	           1	     -109.57	     15.0391	        59.5
      1.3882	           1	    -118.164	     2.14844	        42.5
     1.38714	           1	     -109.57	     19.3359	        -8.5
     1.38667	           1	    -131.055	     36.5234	         8.5
     1.38626	           1	    -126.758	     10.7422	       63.75
     1.38595	           1	    -131.055	     2.14844	        42.5
     1.38536	           1	    -105.273	     10.7422	        25.5
     1.38436	           1	    -113.867	     36.5234	          51
     1.38425	           1	    -126.758	     27.9297	      -21.25
     1.38381	           1	    -105.273	     36.5234	       29.75
     1.38369	           1	    -118.164	     23.6328	         -17
     1.38331	           1	    -135.352	     27.9297	           0
     1.38306	           1	    -126.758	     19.3359	       55.25
     1.38259	           1	    -131.055	     19.3359	          51
     1.38192	           1	    -118.164	     27.9297	        59.5
     1.38161	           1	    -105.273	     40.8203	          17
      1.3816	           1	    -122.461	     6.44531	       55.25
     1.38118	           1	    -126.758	     19.3359	        59.5
     1.38093	           1	    -113.867	     19.3359	      -12.75
     1.38005	           1	    -131.055	     15.0391	       55.25
     1.37972	           1	    -118.164	     27.9297	       63.75
     1.37938	           1	    -118.164	     2.14844	       29.75
     1.37918	           1	    -122.461	     15.0391	        -8.5
     1.37872	           1	    -131.055	     27.9297	       46.75
     1.37822	           1	     -109.57	     15.0391	           0
     1.37719	           1	    -143.945	     23.6328	        25.5
     1.37692	           1	    -113.867	     19.3359	          68
     1.37638	           1	    -131.055	     10.7422	       55.25
     1.37583	           1	    -105.273	     15.0391	         8.5
     1.37524	           1	    -122.461	     40.8203	       -4.25
     1.37424	           1	    -131.055	     36.5234	       12.75
     1.37423	           1	    -126.758	     6.44531	       55.25
     1.37372	           1	     -109.57	     10.7422	       12.75
     1.37357	           1	    -118.164	     45.1172	          17
     1.37321	           1	    -131.055	     36.5234	        4.25
     1.37284	           1	    -122.461	     23.6328	        59.5
     1.37188	           1	    -126.758	     36.5234	       -4.25
      1.3711	           1	    -105.273	     19.3359	          51
     1.37043	           1	     -109.57	     27.9297	        -8.5
      1.3694	           1	    -105.273	     40.8203	       21.25
     1.36713	           1	    -113.867	     6.44531	       12.75
     1.36589	           1	    -122.461	     40.8203	       29.75
      1.3655	           1	    -126.758	     36.5234	           0
       1.365	           1	    -139.648	     19.3359	        42.5
     1.36399	           1	    -122.461	     45.1172	         8.5
      1.3636	           1	    -143.945	     15.0391	          34
      1.3634	           1	    -113.867	     45.1172	       12.75
     1.36331	           1	    -126.758	     2.14844	          17
     1.36282	           1	    -143.945	     23.6328	          34
     1.36216	           1	    -135.352	     36.5234	       21.25
     1.36064	           1	    -135.352	     32.2266	        -8.5
     1.36061	           1	    -113.867	     27.9297	       63.75
     1.35983	      0.4375	    -148.242	     10.7422	          17
     1.35926	           1	    -126.758	     2.14844	       46.75
     1.35911	           1	     -109.57	     45.1172	           0
     1.35841	           1	     -109.57	     36.5234	          51
     1.35717	           1	    -118.164	     27.9297	      -21.25
     1.35686	           1	    -122.461	     19.3359	         -17
     1.35669	           1	    -135.352	     23.6328	        42.5
     1.35587	           1	    -105.273	     27.9297	       -4.25
     1.35551	           1	    -118.164	     32.2266	      -21.25
     1.35515	           1	    -113.867	     23.6328	          68
     1.35507	           1	    -113.867	     32.2266	         -17
     1.35504	           1	    -126.758	     32.2266	      -21.25
     1.35478	           1	    -122.461	     40.8203	        42.5
     1.35476	           1	    -113.867	     15.0391	        -8.5
     1.35473	           1	    -118.164	     10.7422	           0
     1.35408	           1	    -105.273	     19.3359	           0
      1.3538	           1	     -109.57	     10.7422	         8.5
     1.35304	           1	    -118.164	     36.5234	         -17
      1.3523	      0.9375	    -143.945	     6.44531	          17
     1.35194	           1	    -139.648	     2.14844	        25.5
     1.35175	           1	    -143.945	     27.9297	       21.25
     1.35169	           1	    -118.164	     23.6328	       -25.5
     1.35152	           1	    -122.461	     32.2266	       -25.5
     1.35011	           1	    -118.164	     40.8203	        42.5
     1.35007	           1	    -122.461	     45.1172	           0
     1.34985	           1	     -109.57	     45.1172	          17
      1.3498	           1	    -122.461	     2.14844	       46.75
     1.34976	           1	    -135.352	     19.3359	        -8.5
     1.34949	           1	    -105.273	     40.8203	        25.5
     1.34831	           1	    -139.648	     6.44531	       38.25
     1.34791	           1	    -105.273	     19.3359	       -4.25
     1.34787	           1	    -122.461	     45.1172	        4.25
     1.34685	           1	     -109.57	     32.2266	        -8.5
     1.34663	           1	    -118.164	     40.8203	       29.75
      1.3464	           1	    -113.867	     27.9297	         -17
     1.34542	           1	    -105.273	     23.6328	       38.25
     1.34393	           1	    -113.867	     40.8203	        42.5
     1.34391	           1	    -118.164	     6.44531	       55.25
     1.34384	           1	     -109.57	     6.44531	        25.5
     1.34299	           1	    -131.055	     6.44531	       12.75
     1.34295	           1	    -126.758	     27.9297	       -25.5
     1.34182	           1	    -135.352	     32.2266	       -4.25
     1.34152	           1	    -126.758	     40.8203	           0
     1.34108	           1	    -122.461	     36.5234	         -17
       1.341	           1	    -118.164	     27.9297	       -25.5
     1.33898	           1	    -122.461	     6.44531	        59.5
     1.33809	           1	    -105.273	     27.9297	       55.25
     1.33729	           1	    -105.273	     10.7422	        4.25
     1.33671	           1	    -122.461	     23.6328	       -25.5
     1.33657	           1	    -126.758	     40.8203	       12.75
     1.33577	           1	    -118.164	     2.14844	          34
     1.33513	           1	    -105.273	     32.2266	           0
     1.33502	           1	    -139.648	     27.9297	       38.25
     1.33441	           1	    -122.461	     45.1172	       21.25
     1.33411	           1	    -118.164	     6.44531	        59.5
     1.33386	           1	    -126.758	     32.2266	       -25.5
     1.33324	           1	    -126.758	     6.44531	         8.5
     1.33319	           1	    -131.055	     15.0391	       -4.25
     1.33307	           1	    -131.055	     40.8203	       21.25
     1.33178	           1	    -148.242	     19.3359	          17
     1.33164	           1	     -109.57	     40.8203	       -4.25
     1.33131	           1	    -118.164	     2.14844	        25.5
     1.33105	           1	    -122.461	     40.8203	          34
     1.33093	           1	    -126.758	     40.8203	          34
      1.3291	           1	    -105.273	     15.0391	          17
     1.32909	           1	    -139.648	     15.0391	       46.75
     1.32906	           1	    -113.867	     32.2266	      -12.75
     1.32821	           1	    -126.758	     36.5234	        -8.5
     1.32815	           1	    -105.273	     40.8203	           0
     1.32771	           1	    -105.273	     36.5234	           0
      1.3276	           1	    -118.164	     36.5234	          51
     1.32665	           1	    -122.461	     45.1172	          17
     1.32631	           1	    -113.867	     10.7422	           0
     1.32596	           1	    -131.055	     2.14844	          17
     1.32454	           1	    -131.055	     27.9297	        42.5
     1.32419	           1	    -105.273	     32.2266	       55.25
     1.32399	           1	    -135.352	     32.2266	        4.25
     1.32337	           1	    -135.352	     15.0391	          51
     1.32151	           1	    -131.055	     27.9297	      -21.25
     1.32145	           1	    -105.273	     15.0391	       21.25
     1.32123	           1	    -122.461	     2.14844	          17
     1.32089	           1	    -143.945	     10.7422	       12.75
     1.32039	           1	     -109.57	     6.44531	       46.75
     1.32028	           1	    -135.352	     23.6328	       46.75
      1.3196	           1	     -109.57	     23.6328	      -12.75
     1.31949	           1	    -122.461	     36.5234	      -12.75
     1.31778	           1	    -135.352	     27.9297	         -17
     1.31669	           1	    -100.977	     32.2266	       12.75
     1.31669	           1	    -126.758	     15.0391	        -8.5
     1.31652	           1	    -135.352	     2.14844	       29.75
     1.31621	           1	     -109.57	     10.7422	       55.25
     1.31586	           1	    -105.273	     36.5234	       46.75
     1.31428	           1	     -109.57	     6.44531	          51
     1.31369	           1	     -109.57	     6.44531	        42.5
      1.3133	           1	    -126.758	     23.6328	       55.25
     1.31061	           1	     -109.57	     36.5234	        -8.5
     1.31002	           1	     -109.57	     27.9297	        59.5
     1.30975	           1	    -118.164	     23.6328	      -21.25
     1.30954	           1	    -126.758	     32.2266	          51
     1.30931	           1	    -126.758	     36.5234	         -17
     1.30898	           1	    -131.055	     6.44531	         8.5
     1.30804	           1	     -109.57	     6.44531	       38.25
     1.30792	           1	     -109.57	     40.8203	        42.5
     1.30791	           1	    -148.242	     19.3359	        25.5
      1.3077	      0.0625	    -148.242	     6.44531	       21.25
      1.3074	           1	    -135.352	     36.5234	        25.5
     1.30717	           1	    -126.758	     32.2266	      -29.75
     1.30629	           1	    -126.758	     27.9297	      -29.75
     1.30593	     0.84375	    -131.055	     27.9297	      -29.75
     1.30564	           1	    -143.945	     27.9297	         8.5
     1.30537	           1	    -122.461	     6.44531	        4.25
     1.30537	           1	    -118.164	     40.8203	        -8.5
      1.3052	           1	    -118.164	     45.1172	       12.75
     1.30471	           1	    -131.055	     32.2266	           0
     1.30458	           1	    -118.164	     36.5234	      -12.75
     1.30388	           1	    -135.352	     10.7422	          51
     1.30371	           1	    -105.273	     15.0391	        42.5
     1.30367	           1	    -118.164	     36.5234	       55.25
     1.30262	           1	    -122.461	     32.2266	      -29.75
     1.30248	           1	    -139.648	     10.7422	         8.5
     1.30248	           1	    -105.273	     45.1172	         8.5
     1.30246	           1	    -126.758	     36.5234	      -12.75
      1.3019	           1	    -122.461	     27.9297	      -29.75
     1.30181	           1	    -122.461	     36.5234	       46.75
     1.30173	           1	    -126.758	     45.1172	       21.25
     1.30066	           1	    -131.055	     19.3359	       55.25
     1.30058	           1	    -122.461	     23.6328	      -21.25
     1.29969	      0.0625	    -148.242	     6.44531	        25.5
      1.2992	           1	    -122.461	     6.44531	         8.5
     1.29899	           1	    -113.867	     23.6328	         -17
     1.29869	           1	    -105.273	     10.7422	       38.25
     1.29853	           1	    -113.867	     10.7422	       63.75
     1.29834	           1	    -126.758	     40.8203	        42.5
     1.29783	           1	    -126.758	     40.8203	       29.75
     1.29644	           1	    -139.648	     2.14844	       21.25
     1.29622	           1	    -113.867	     40.8203	        -8.5
     1.29612	           1	    -118.164	     6.44531	        4.25
     1.29551	           1	    -131.055	     19.3359	         -17
     1.29513	           1	    -113.867	     6.44531	       55.25
     1.29434	           1	    -113.867	     36.5234	         -17
     1.29399	           1	    -131.055	     15.0391	        59.5
     1.29348	           1	    -113.867	     36.5234	       55.25
     1.29318	           1	    -135.352	     32.2266	       38.25
     1.29295	           1	    -105.273	     15.0391	       46.75
     1.29256	           1	    -139.648	     32.2266	       29.75
     1.29244	           1	    -113.867	     40.8203	       29.75
     1.29221	           1	    -131.055	     40.8203	          17
     1.29209	     0.78125	    -131.055	     32.2266	      -29.75
     1.29101	           1	    -113.867	     15.0391	          68
     1.29064	           1	    -143.945	     27.9297	       29.75
     1.29036	           1	    -122.461	     10.7422	           0
      1.2899	           1	    -135.352	     2.14844	       38.25
     1.28985	           1	    -122.461	     23.6328	          68
     1.28942	           1	    -139.648	     32.2266	         8.5
     1.28905	           1	    -143.945	     27.9297	       12.75
     1.28882	           1	     -109.57	     27.9297	      -12.75
     1.28854	           1	    -100.977	     40.8203	         8.5
     1.28782	           1	    -143.945	     10.7422	          34
     1.28776	           1	    -135.352	     6.44531	       46.75
     1.28711	           1	    -105.273	     6.44531	          34
      1.2864	           1	    -122.461	     2.14844	       21.25
     1.28612	           1	    -118.164	     2.14844	       46.75
     1.28472	           1	    -118.164	     40.8203	          34
     1.28406	           1	    -139.648	     23.6328	       -4.25
     1.28179	           1	    -126.758	     6.44531	        4.25
     1.28141	           1	    -105.273	     45.1172	       12.75
     1.28139	           1	    -100.977	     36.5234	         8.5
      1.2813	           1	    -118.164	     36.5234	      -21.25
     1.28042	           1	    -100.977	     27.9297	       12.75
     1.27951	           1	    -131.055	     40.8203	        25.5
     1.27935	           1	    -122.461	     36.5234	      -21.25
     1.27908	           1	    -113.867	     6.44531	        59.5
     1.27907	           1	    -139.648	     27.9297	        4.25
     1.27822	           1	    -105.273	     45.1172	        4.25
     1.27803	           1	    -131.055	     32.2266	      -21.25
     1.27801	           1	    -118.164	     27.9297	      -29.75
     1.27791	           1	    -139.648	     32.2266	       12.75
     1.27788	           1	    -131.055	     23.6328	          51
     1.27761	           1	    -135.352	     36.5234	          17
      1.2774	           1	    -113.867	     23.6328	       -25.5
     1.27713	           1	    -105.273	     15.0391	          51
     1.27709	           1	    -135.352	     6.44531	       12.75
     1.27701	           1	    -135.352	     32.2266	         -17
      1.2763	           1	     -109.57	     10.7422	        59.5
     1.27564	           1	    -118.164	     10.7422	       -4.25
     1.27506	           1	    -126.758	     23.6328	      -21.25
     1.27486	           1	    -126.758	     6.44531	        59.5
     1.27392	           1	    -139.648	     32.2266	        25.5
     1.27361	           1	    -143.945	     27.9297	          34
     1.27302	           1	    -113.867	     23.6328	      -21.25
      1.2729	           1	    -100.977	     36.5234	       12.75
      1.2728	           1	    -135.352	     19.3359	      -12.75
     1.27249	           1	    -143.945	     15.0391	       38.25
      1.2722	           1	    -139.648	     32.2266	          17
     1.27194	           1	    -139.648	     23.6328	        -8.5
      1.2717	           1	    -118.164	     32.2266	      -29.75
     1.27169	           1	    -135.352	     10.7422	        4.25
     1.27089	           1	    -118.164	     10.7422	          68
     1.27079	           1	    -135.352	     32.2266	      -12.75
     1.27035	           1	    -126.758	     15.0391	          68
     1.27031	           1	    -122.461	     40.8203	        -8.5
     1.27027	           1	    -122.461	     2.14844	       12.75
     1.27023	           1	    -131.055	     10.7422	        59.5
     1.27021	           1	     -109.57	     15.0391	        -8.5
     1.26991	    0.984375	    -139.648	     2.14844	          34
     1.26931	           1	    -100.977	     32.2266	          34
     1.26914	           1	    -126.758	     19.3359	       63.75
     1.26912	           1	    -113.867	     32.2266	        59.5
     1.26829	           1	    -122.461	     45.1172	       12.75
     1.26791	    0.390625	    -118.164	     32.2266	         -34
     1.26783	           1	    -105.273	     23.6328	       55.25
     1.26769	           1	    -113.867	     2.14844	        42.5
     1.26762	           1	    -122.461	     23.6328	       63.75
     1.26721	           1	    -131.055	     15.0391	       63.75
      1.2671	           1	    -126.758	     19.3359	          68
     1.26701	           1	    -113.867	     2.14844	       29.75
     1.26656	           1	    -118.164	     32.2266	       63.75
     1.26642	           1	    -105.273	     15.0391	       12.75
     1.26558	           1	    -139.648	     15.0391	        4.25
     1.26541	           1	    -131.055	     36.5234	       -4.25
     1.26481	           1	    -143.945	     15.0391	         8.5
     1.26433	           1	    -139.648	     27.9297	        -8.5
     1.26356	           1	    -126.758	     23.6328	       -25.5
     1.26326	           1	    -143.945	     19.3359	       38.25
     1.26279	           1	    -135.352	     2.14844	       21.25
      1.2626	           1	    -131.055	     36.5234	        -8.5
     1.26078	           1	    -118.164	     19.3359	         -17
     1.26062	    0.765625	    -113.867	     23.6328	        76.5
     1.26061	           1	    -126.758	     27.9297	       55.25
     1.25955	    0.484375	    -122.461	     32.2266	         -34
      1.2594	           1	    -118.164	     32.2266	       -25.5
     1.25935	           1	     -109.57	     36.5234	       55.25
     1.25835	           1	    -139.648	     10.7422	       46.75
     1.25804	           1	    -122.461	     10.7422	          68
     1.25756	           1	    -135.352	     36.5234	       12.75
     1.25699	           1	    -105.273	     32.2266	       -4.25
     1.25692	           1	     -109.57	     6.44531	          17
     1.25649	           1	    -131.055	     32.2266	       46.75
     1.25632	           1	    -122.461	     10.7422	       -4.25
     1.25608	           1	    -113.867	     27.9297	      -21.25
     1.25599	           1	    -131.055	     36.5234	         -17
     1.25591	           1	    -126.758	     45.1172	        4.25
     1.25564	           1	    -113.867	     2.14844	          34
     1.25556	           1	    -139.648	     19.3359	       46.75
     1.25518	           1	    -113.867	     6.44531	        4.25
     1.25341	           1	    -113.867	     2.14844	       38.25
     1.25298	           1	    -135.352	     2.14844	        42.5
     1.25224	           1	    -126.758	     45.1172	          17
     1.25218	           1	    -131.055	     36.5234	      -12.75
     1.25218	           1	    -113.867	     40.8203	          34
     1.25211	           1	    -135.352	     23.6328	         -17
     1.25129	           1	    -118.164	     2.14844	       21.25
     1.25012	           1	     -109.57	     19.3359	       63.75
     1.24769	           1	    -139.648	     27.9297	       -4.25
     1.24738	           1	    -126.758	     40.8203	       -4.25
     1.24727	           1	    -118.164	     45.1172	       21.25
     1.24715	           1	    -126.758	     2.14844	       21.25
     1.24619	           1	    -126.758	     2.14844	       12.75
     1.24606	           1	    -143.945	     32.2266	       21.25
     1.24552	           1	    -135.352	     19.3359	          51
     1.24547	           1	    -126.758	     2.14844	          51
     1.24542	           1	    -118.164	     27.9297	          68
     1.24521	           1	    -126.758	     23.6328	        59.5
      1.2443	           1	    -122.461	     36.5234	       55.25
     1.24406	           1	    -131.055	     40.8203	        4.25
       1.244	           1	    -131.055	     40.8203	          34
     1.24382	           1	    -122.461	     36.5234	       -25.5
     1.24371	           1	    -113.867	     10.7422	       -4.25
     1.24367	           1	    -113.867	     36.5234	      -12.75
     1.24338	           1	    -139.648	     36.5234	       21.25
     1.24335	           1	    -135.352	     15.0391	       -4.25
     1.24278	           1	    -118.164	     6.44531	         8.5
     1.24186	           1	    -126.758	     45.1172	           0
     1.24095	           1	     -109.57	     40.8203	       38.25
     1.24035	           1	    -122.461	     27.9297	        59.5
     1.24033	           1	    -113.867	     19.3359	      -21.25
     1.24032	           1	    -126.758	     45.1172	         8.5
     1.24009	           1	    -122.461	     2.14844	          51
     1.24003	           1	    -131.055	     2.14844	       46.75
      1.2395	         0.5	    -118.164	     27.9297	         -34
     1.23875	      0.1875	    -135.352	     27.9297	      -29.75
     1.23855	           1	    -131.055	     32.2266	        42.5
     1.23844	           1	    -122.461	     36.5234	          51
     1.23745	           1	    -139.648	     6.44531	        42.5
     1.23737	           1	    -122.461	     15.0391	      -12.75
     1.23733	           1	    -131.055	     40.8203	         8.5
     1.23728	           1	    -100.977	     40.8203	        4.25
     1.23716	           1	    -126.758	     36.5234	       -25.5
     1.23613	           1	    -131.055	     19.3359	        59.5
     1.23592	           1	    -131.055	     6.44531	       55.25
     1.23558	           1	     -109.57	     6.44531	       12.75
     1.23316	           1	    -148.242	     23.6328	       21.25
     1.23309	           1	     -109.57	     6.44531	       21.25
     1.23303	           1	    -113.867	     32.2266	       63.75
     1.23222	           1	    -122.461	    -2.14844	       38.25
     1.23211	    0.265625	    -126.758	     32.2266	         -34
     1.23175	           1	    -131.055	     15.0391	        -8.5
     1.23096	           1	     -109.57	     15.0391	       63.75
      1.2306	           1	    -143.945	     27.9297	        25.5
     1.23032	           1	    -118.164	     19.3359	      -21.25
     1.23013	           1	    -126.758	     15.0391	      -12.75
     1.22971	           1	     -109.57	     19.3359	      -12.75
     1.22912	           1	    -148.242	     19.3359	       29.75
     1.22653	           1	    -118.164	     2.14844	          17
     1.22632	           1	    -113.867	     23.6328	       72.25
     1.22609	           1	    -139.648	     19.3359	       -4.25
     1.22602	           1	    -143.945	     27.9297	          17
     1.22503	         0.5	    -122.461	     27.9297	         -34
      1.2249	           1	    -113.867	     27.9297	          68
     1.22467	           1	    -118.164	     19.3359	       -25.5
     1.22412	           1	    -113.867	     32.2266	      -21.25
     1.22341	      0.9375	    -143.945	     6.44531	       29.75
     1.22284	           1	    -118.164	     32.2266	        59.5
     1.22269	           1	    -135.352	     36.5234	         8.5
     1.22262	           1	    -118.164	     15.0391	      -12.75
     1.22253	           1	    -126.758	     10.7422	           0
      1.2222	           1	    -131.055	     2.14844	       21.25
      1.2218	           1	    -126.758	    -2.14844	       29.75
     1.22163	           1	    -135.352	     2.14844	          17
     1.22154	           1	    -126.758	    -2.14844	        25.5
      1.2209	           1	    -131.055	     32.2266	       -25.5
     1.22018	           1	    -122.461	     27.9297	       63.75
     1.21997	           1	    -135.352	     27.9297	       46.75
     1.21983	           1	     -109.57	     40.8203	        -8.5
     1.21936	           1	    -118.164	     15.0391	       72.25
     1.21929	           1	    -105.273	     10.7422	         8.5
     1.21899	           1	    -100.977	     32.2266	        42.5
     1.21892	           1	    -131.055	     36.5234	       38.25
     1.21891	           1	    -122.461	    -2.14844	       29.75
     1.21799	       0.375	    -126.758	     27.9297	         -34
     1.21788	           1	    -118.164	     23.6328	        76.5
      1.2176	           1	    -118.164	     19.3359	       72.25
      1.2173	           1	    -105.273	     36.5234	       55.25
     1.21685	           1	    -131.055	     36.5234	           0
     1.21644	           1	    -131.055	     27.9297	       -25.5
     1.21582	           1	    -105.273	     45.1172	           0
     1.21557	           1	    -118.164	     2.14844	          51
     1.21541	           1	    -131.055	     23.6328	      -21.25
      1.2154	           1	     -109.57	     40.8203	          34
     1.21495	    0.515625	    -113.867	     19.3359	        76.5
     1.21437	       0.875	    -113.867	     27.9297	        76.5
     1.21327	           1	    -105.273	     10.7422	        42.5
     1.21289	           1	    -105.273	     36.5234	          51
     1.21281	           1	     -109.57	     40.8203	       29.75
     1.21268	    0.015625	    -96.6797	     40.8203	       55.25
     1.21243	           1	    -118.164	     2.14844	       12.75
     1.21171	           1	    -131.055	     6.44531	        4.25
     1.21127	           1	    -105.273	     15.0391	       -4.25
     1.21102	           1	     -109.57	     23.6328	       63.75
     1.21083	     0.09375	    -135.352	     32.2266	      -29.75
     1.21047	           1	    -113.867	     27.9297	      -29.75
     1.21037	           1	     -109.57	     27.9297	         -17
     1.20856	           1	    -126.758	     40.8203	        -8.5
     1.20851	           1	    -135.352	     36.5234	       29.75
     1.20763	           1	    -143.945	     23.6328	       38.25
     1.20704	           1	    -135.352	     6.44531	         8.5
     1.20684	           1	    -131.055	     40.8203	           0
     1.20639	           1	    -118.164	     40.8203	      -12.75
      1.2059	           1	    -131.055	     40.8203	       12.75
     1.20573	           1	    -105.273	     6.44531	        25.5
     1.20522	           1	    -126.758	     36.5234	      -21.25
     1.20506	           1	    -113.867	     27.9297	       -25.5
     1.20476	           1	    -113.867	     19.3359	       72.25
     1.20472	           1	    -113.867	     19.3359	       -25.5
     1.20445	           1	     -109.57	     6.44531	        4.25
     1.20418	           1	    -122.461	     40.8203	       38.25
     1.20398	           1	    -105.273	     40.8203	        42.5
     1.20385	           1	    -135.352	     15.0391	       55.25
     1.20349	           1	    -118.164	     23.6328	       72.25
     1.20313	           1	    -113.867	     2.14844	       46.75
     1.20243	           1	     -109.57	     23.6328	         -17
     1.20241	           1	    -105.273	     10.7422	          17
     1.20216	           1	    -105.273	     6.44531	       29.75
     1.20129	           1	    -143.945	     10.7422	       38.25
     1.20127	           1	    -131.055	     36.5234	        42.5
     1.20073	           1	    -126.758	     36.5234	       46.75
     1.20012	           1	     -109.57	     10.7422	           0
     1.20002	           1	    -118.164	     23.6328	      -29.75
     1.19995	           1	    -100.977	     36.5234	       38.25
      1.1989	           1	    -139.648	     6.44531	       12.75
     1.19839	           1	    -105.273	     40.8203	       38.25
     1.19813	           1	    -126.758	     32.2266	       55.25
     1.19794	    0.046875	    -100.977	     40.8203	       63.75
     1.19785	           1	    -122.461	     6.44531	       63.75
     1.19761	           1	    -113.867	     40.8203	      -12.75
     1.19559	           1	    -113.867	     27.9297	       72.25
     1.19556	           1	    -135.352	     36.5234	        4.25
     1.19537	           1	    -131.055	     23.6328	       55.25
     1.19406	           1	    -113.867	     40.8203	       38.25
