# amide: ROI Analysis File - generated on Fri Aug 20 21:23:56 2010
#
# Study:	XXXXXXXXXXXX
#
# ROI:	tumor	Type:	ellipsoid
#   Data Set:	XXXXXXXXXXXX	Scaling Factor:	1
#   Frame 0, Gate 0
#      Value	      Weight	      X (mm)	      Y (mm)	      Z (mm)
    0.979468	           1	    -139.648	     19.3359	       55.25
    0.979464	           1	    -118.164	     2.14844	        4.25
    0.979377	           1	    -143.945	     36.5234	        25.5
    0.979129	    0.140625	    -118.164	     19.3359	         -34
    0.978188	           1	    -135.352	    -2.14844	       29.75
    0.977036	           1	    -143.945	     36.5234	         8.5
    0.977015	    0.015625	    -135.352	     19.3359	      -29.75
    0.976962	      0.1875	    -122.461	     19.3359	         -34
    0.976828	           1	    -105.273	     45.1172	        42.5
    0.976496	    0.703125	    -118.164	     15.0391	      -29.75
    0.976425	    0.015625	    -118.164	     10.7422	        76.5
    0.976423	           1	    -105.273	     6.44531	       46.75
    0.975712	    0.765625	    -143.945	     10.7422	       46.75
    0.974711	    0.265625	    -100.977	     49.4141	          51
    0.974478	    0.234375	    -122.461	     23.6328	       80.75
    0.974445	      0.4375	    -105.273	     15.0391	      -21.25
    0.973889	    0.765625	    -100.977	     36.5234	        59.5
    0.973596	           1	     -109.57	     45.1172	        42.5
    0.973137	           1	    -105.273	     2.14844	       21.25
    0.972826	      0.3125	    -113.867	     15.0391	      -29.75
    0.972528	           1	    -131.055	     49.4141	       21.25
    0.972466	           1	    -126.758	     53.7109	         8.5
    0.971763	           1	    -118.164	     2.14844	         8.5
     0.97152	           1	     -109.57	     10.7422	         -17
    0.971402	    0.734375	    -131.055	     53.7109	      -12.75
    0.971209	       0.375	    -100.977	     53.7109	       38.25
    0.971101	           1	    -131.055	     49.4141	        -8.5
    0.970697	           1	    -113.867	     10.7422	         -17
    0.970598	           1	    -126.758	     45.1172	       38.25
    0.970208	    0.109375	    -96.6797	     49.4141	       38.25
    0.970191	     0.96875	    -105.273	     2.14844	        42.5
    0.969308	    0.640625	    -139.648	     32.2266	      -21.25
    0.969287	           1	    -100.977	     23.6328	        25.5
    0.969127	           1	    -131.055	     49.4141	       -4.25
    0.969125	           1	    -118.164	     49.4141	        4.25
    0.969001	           1	    -143.945	     36.5234	          17
    0.968954	    0.171875	    -131.055	     53.7109	         -17
    0.968701	           1	    -143.945	     32.2266	        4.25
    0.968658	     0.96875	    -96.6797	     40.8203	         8.5
    0.968377	           1	    -139.648	     23.6328	       55.25
    0.968323	           1	    -105.273	     2.14844	        25.5
    0.968309	           1	    -131.055	     36.5234	          51
    0.968082	           1	    -118.164	     10.7422	         -17
    0.967599	           1	    -113.867	     45.1172	          34
    0.967542	           1	    -122.461	     10.7422	      -12.75
    0.967432	           1	    -135.352	     49.4141	        4.25
    0.967377	           1	    -122.461	     36.5234	       63.75
    0.967022	           1	     -109.57	     40.8203	       55.25
    0.966815	           1	    -105.273	     45.1172	       38.25
    0.966646	    0.296875	    -131.055	     62.3047	        4.25
     0.96644	     0.03125	     -109.57	     62.3047	        42.5
    0.966339	    0.578125	    -126.758	     53.7109	         -17
    0.966259	    0.796875	    -148.242	     19.3359	       38.25
    0.966041	           1	    -131.055	     2.14844	        4.25
    0.965112	    0.765625	    -96.6797	     40.8203	        42.5
    0.965065	           1	    -118.164	     40.8203	       55.25
    0.965032	           1	     -109.57	     45.1172	          34
     0.96445	           1	    -139.648	     23.6328	         -17
    0.964375	           1	    -113.867	    -2.14844	          34
    0.964322	       0.625	    -96.6797	     45.1172	         8.5
     0.96405	           1	    -100.977	     10.7422	           0
    0.964017	           1	    -143.945	     36.5234	          34
    0.963379	      0.9375	    -122.461	     45.1172	       -25.5
    0.962765	           1	    -105.273	     6.44531	          51
    0.962603	           1	    -131.055	     58.0078	        25.5
    0.962558	           1	    -131.055	    -2.14844	          17
    0.962462	           1	    -122.461	     49.4141	       -4.25
    0.962405	           1	    -100.977	     40.8203	          34
    0.962392	     0.15625	    -92.3828	     40.8203	       29.75
    0.962209	           1	    -135.352	     40.8203	       46.75
    0.962034	           1	    -143.945	     36.5234	       12.75
     0.96192	           1	    -100.977	     15.0391	       38.25
     0.96176	           1	    -148.242	     27.9297	          17
    0.961602	      0.8125	     -109.57	     2.14844	       55.25
    0.961444	           1	    -118.164	    -2.14844	       46.75
    0.961383	    0.015625	     -109.57	     45.1172	       72.25
    0.961302	           1	    -113.867	     10.7422	      -12.75
     0.96127	    0.359375	    -148.242	     10.7422	          34
    0.960965	           1	    -131.055	     27.9297	        59.5
    0.960748	    0.671875	    -100.977	     49.4141	           0
    0.959689	       0.875	    -96.6797	     45.1172	       21.25
    0.959518	    0.515625	    -100.977	     2.14844	         8.5
    0.959445	           1	    -100.977	     6.44531	       21.25
    0.959399	           1	    -139.648	     36.5234	      -12.75
    0.959178	           1	    -118.164	     2.14844	           0
    0.958885	           1	    -105.273	     2.14844	       12.75
    0.958822	           1	    -100.977	     19.3359	        42.5
    0.958794	    0.890625	    -118.164	     45.1172	       -25.5
    0.958764	           1	     -109.57	     40.8203	          51
    0.958732	           1	     -109.57	    -2.14844	       29.75
    0.958525	    0.828125	    -105.273	     19.3359	      -21.25
    0.958483	           1	    -113.867	     2.14844	        4.25
    0.958288	      0.1875	    -96.6797	     6.44531	         8.5
    0.958058	           1	    -126.758	     15.0391	      -21.25
    0.957865	           1	    -139.648	     19.3359	      -12.75
    0.957544	           1	    -118.164	     49.4141	       12.75
    0.957334	           1	    -139.648	     40.8203	        4.25
    0.957049	           1	    -113.867	     40.8203	          51
    0.956986	           1	    -100.977	     23.6328	       -4.25
    0.956969	           1	    -100.977	     19.3359	       38.25
    0.956844	           1	    -135.352	     49.4141	       12.75
    0.956377	           1	    -126.758	    -2.14844	       12.75
    0.956255	           1	    -100.977	     19.3359	           0
    0.956217	    0.578125	    -105.273	     10.7422	         -17
     0.95612	           1	    -122.461	     49.4141	      -12.75
    0.956001	         0.5	     -109.57	     6.44531	       63.75
    0.955975	           1	    -122.461	     10.7422	         -17
     0.95583	      0.9375	    -139.648	     36.5234	         -17
    0.955702	           1	     -109.57	     49.4141	        4.25
    0.955645	    0.984375	    -126.758	     53.7109	      -12.75
    0.955239	           1	    -148.242	     27.9297	          34
    0.955034	    0.765625	    -122.461	     15.0391	      -29.75
    0.954979	    0.046875	    -122.461	     10.7422	        76.5
    0.954959	           1	    -131.055	     40.8203	      -21.25
    0.954556	           1	    -143.945	     27.9297	       46.75
     0.95441	    0.953125	    -100.977	     49.4141	       38.25
     0.95427	       0.125	    -135.352	     53.7109	      -12.75
    0.954198	    0.109375	    -100.977	     2.14844	           0
    0.954045	           1	    -96.6797	     40.8203	       29.75
    0.953824	           1	    -139.648	     27.9297	       55.25
    0.953464	      0.5625	    -148.242	     15.0391	       38.25
    0.953284	           1	    -126.758	     62.3047	        25.5
    0.953089	    0.296875	    -126.758	     15.0391	        76.5
    0.952995	           1	    -139.648	     45.1172	       12.75
    0.952664	           1	    -131.055	     53.7109	         8.5
    0.952557	      0.4375	    -96.6797	     45.1172	        4.25
     0.95244	           1	    -100.977	     23.6328	       29.75
    0.952063	           1	    -135.352	     58.0078	        25.5
    0.952054	           1	    -135.352	     45.1172	       29.75
    0.951822	    0.953125	    -131.055	    -2.14844	       46.75
    0.951783	           1	    -135.352	     45.1172	          17
    0.951492	     0.90625	     -109.57	     36.5234	       -25.5
    0.951229	      0.9375	    -131.055	     49.4141	         -17
    0.951203	    0.984375	    -131.055	     19.3359	       72.25
    0.951109	      0.8125	    -100.977	     2.14844	       21.25
    0.950881	           1	    -96.6797	     36.5234	          34
    0.950777	       0.375	    -139.648	     58.0078	        25.5
    0.950756	           1	    -100.977	     15.0391	          17
    0.950671	           1	    -118.164	     10.7422	      -21.25
    0.950188	           1	    -126.758	     6.44531	        -8.5
    0.949992	           1	    -118.164	     45.1172	        42.5
    0.949926	        0.75	    -126.758	     19.3359	        76.5
    0.949819	           1	    -113.867	     45.1172	        42.5
    0.949728	           1	    -105.273	     32.2266	         -17
    0.949614	           1	    -96.6797	     36.5234	       29.75
    0.949598	           1	    -135.352	     45.1172	       -4.25
     0.94943	           1	    -122.461	     36.5234	        59.5
    0.949407	           1	    -100.977	     27.9297	       55.25
    0.949344	           1	    -96.6797	     40.8203	       21.25
    0.948721	           1	    -96.6797	     40.8203	        25.5
    0.948615	     0.96875	    -126.758	     23.6328	        76.5
    0.948596	           1	    -126.758	     32.2266	        59.5
     0.94852	           1	    -122.461	     15.0391	       -25.5
    0.948272	           1	    -139.648	     23.6328	        59.5
    0.947446	    0.921875	    -135.352	     2.14844	          51
    0.947238	           1	    -100.977	     6.44531	          34
    0.947222	    0.984375	    -139.648	     45.1172	        -8.5
    0.947222	           1	    -143.945	     23.6328	        42.5
    0.947107	         0.5	    -139.648	     53.7109	           0
    0.947012	           1	     -109.57	     45.1172	       46.75
    0.946998	     0.21875	    -96.6797	     45.1172	           0
    0.946992	    0.921875	    -131.055	     15.0391	       -25.5
    0.946756	           1	    -113.867	     49.4141	       12.75
    0.946338	           1	     -109.57	     10.7422	      -12.75
    0.946121	           1	    -131.055	     45.1172	       38.25
    0.946104	           1	    -100.977	     23.6328	          34
     0.94595	      0.3125	    -135.352	     49.4141	         -17
    0.945874	        0.75	    -139.648	     27.9297	      -21.25
    0.945505	           1	    -100.977	     10.7422	       29.75
    0.945315	     0.78125	    -131.055	     62.3047	        25.5
    0.945195	           1	    -122.461	     6.44531	        -8.5
     0.94512	           1	    -113.867	     45.1172	       29.75
    0.945084	           1	    -100.977	     19.3359	       21.25
    0.944998	           1	    -105.273	     2.14844	          17
    0.944833	           1	    -122.461	     2.14844	           0
     0.94477	           1	    -131.055	     27.9297	          68
     0.94475	    0.953125	    -100.977	     15.0391	        -8.5
     0.94454	           1	    -122.461	    -2.14844	       12.75
    0.944441	    0.265625	    -113.867	     2.14844	       63.75
    0.944441	    0.890625	    -131.055	     6.44531	       63.75
    0.943971	           1	     -109.57	     2.14844	        4.25
    0.943141	           1	    -131.055	     53.7109	       -4.25
    0.942723	     0.90625	    -105.273	     6.44531	        -8.5
    0.942691	     0.59375	    -118.164	     2.14844	       63.75
    0.942662	    0.328125	    -105.273	     23.6328	       -25.5
    0.942423	           1	    -131.055	     53.7109	       29.75
    0.942289	     0.28125	    -143.945	     49.4141	           0
    0.942102	    0.328125	    -96.6797	     49.4141	       29.75
    0.942091	           1	    -139.648	     36.5234	       46.75
     0.94206	           1	    -135.352	     40.8203	       38.25
    0.942037	           1	    -135.352	     49.4141	       29.75
    0.941829	           1	    -126.758	     40.8203	       55.25
    0.941692	    0.921875	    -131.055	     10.7422	          68
    0.941613	     0.46875	    -96.6797	     10.7422	        4.25
    0.941023	           1	    -122.461	     32.2266	          68
    0.940983	           1	    -100.977	     49.4141	       12.75
    0.940914	           1	    -126.758	     49.4141	         -17
    0.940403	           1	    -139.648	     40.8203	       -4.25
    0.940239	           1	    -100.977	     15.0391	       29.75
    0.940167	           1	    -135.352	     53.7109	       12.75
    0.940069	           1	    -100.977	     19.3359	       46.75
    0.940041	           1	    -122.461	     6.44531	       -4.25
    0.939973	           1	    -113.867	     40.8203	       55.25
    0.939928	           1	    -105.273	     32.2266	       63.75
    0.939707	           1	    -143.945	     23.6328	        -8.5
    0.939536	           1	    -126.758	     49.4141	          34
    0.939463	    0.421875	    -139.648	     36.5234	      -21.25
    0.939354	           1	    -100.977	     10.7422	          17
    0.938896	           1	    -143.945	     40.8203	         8.5
    0.938756	    0.015625	    -105.273	     15.0391	       -25.5
    0.938704	           1	     -109.57	     32.2266	          68
    0.938682	    0.921875	    -105.273	     10.7422	        59.5
    0.938662	           1	    -131.055	     6.44531	           0
     0.93865	           1	    -139.648	     49.4141	       12.75
    0.938469	    0.984375	    -105.273	     2.14844	        4.25
    0.938389	           1	    -100.977	     45.1172	       38.25
    0.937928	    0.703125	    -100.977	     53.7109	          17
    0.937892	           1	    -100.977	     6.44531	       12.75
     0.93782	           1	    -143.945	     23.6328	       -4.25
    0.937808	      0.6875	     -109.57	     45.1172	      -21.25
    0.937804	     0.65625	    -126.758	     62.3047	        4.25
    0.937768	           1	    -100.977	     19.3359	       -4.25
    0.937508	    0.953125	    -105.273	     45.1172	      -12.75
     0.93726	           1	    -113.867	     49.4141	        4.25
    0.936897	     0.28125	    -100.977	     2.14844	        4.25
    0.936789	           1	    -113.867	     45.1172	      -21.25
    0.936625	           1	    -131.055	     45.1172	       46.75
    0.936487	           1	    -135.352	     40.8203	        42.5
    0.936197	     0.09375	    -100.977	     6.44531	        -8.5
    0.935997	           1	    -126.758	     58.0078	       38.25
    0.935938	    0.796875	    -135.352	     15.0391	          68
    0.935834	           1	    -131.055	     49.4141	          34
    0.935764	           1	    -131.055	     45.1172	        59.5
    0.935591	           1	    -100.977	     49.4141	          17
    0.935199	           1	    -105.273	     36.5234	         -17
    0.935021	           1	    -139.648	     40.8203	          17
    0.934977	           1	    -105.273	     53.7109	       12.75
    0.934861	           1	    -131.055	     27.9297	       63.75
    0.934775	     0.03125	    -152.539	     19.3359	        25.5
    0.934513	           1	    -118.164	     6.44531	       -4.25
    0.934216	           1	    -131.055	     32.2266	       63.75
    0.934139	           1	    -100.977	     6.44531	       29.75
    0.934108	           1	    -100.977	     6.44531	          17
    0.934072	           1	    -135.352	     19.3359	      -21.25
      0.9339	           1	    -100.977	     23.6328	          51
    0.933763	    0.765625	    -131.055	     15.0391	       72.25
    0.933754	           1	    -139.648	     53.7109	       29.75
    0.933577	           1	    -126.758	     58.0078	       12.75
    0.933572	           1	    -139.648	     45.1172	        4.25
    0.932984	     0.28125	    -143.945	     53.7109	       29.75
    0.932783	           1	    -148.242	     36.5234	        25.5
    0.932728	           1	    -126.758	     15.0391	       -25.5
     0.93264	      0.0625	    -122.461	     6.44531	       72.25
    0.932406	           1	    -126.758	     53.7109	       29.75
    0.932397	       0.375	    -96.6797	     49.4141	        25.5
    0.932395	           1	    -143.945	     27.9297	       -4.25
    0.932325	           1	    -131.055	     53.7109	       38.25
    0.931833	           1	    -139.648	     40.8203	          34
    0.931822	           1	    -126.758	     36.5234	       63.75
    0.931339	           1	    -139.648	     45.1172	         8.5
    0.931213	     0.96875	    -148.242	     23.6328	       38.25
    0.930953	           1	    -148.242	     32.2266	       12.75
    0.930739	    0.578125	    -126.758	     15.0391	      -29.75
    0.930638	           1	    -126.758	     6.44531	       -4.25
    0.930517	           1	    -105.273	     53.7109	          17
    0.930488	     0.71875	    -135.352	     58.0078	        4.25
    0.930405	           1	    -126.758	     58.0078	        25.5
    0.930158	           1	    -126.758	     10.7422	      -12.75
    0.929966	     0.71875	    -135.352	    -2.14844	        42.5
    0.929709	           1	    -122.461	    -6.44531	       29.75
    0.929699	      0.0625	    -105.273	     10.7422	      -21.25
    0.929319	      0.0625	    -100.977	     58.0078	          17
    0.929194	           1	    -118.164	     45.1172	         -17
      0.9291	     0.84375	    -100.977	     49.4141	        42.5
    0.929067	           1	    -100.977	     19.3359	       29.75
    0.928408	           1	    -131.055	     49.4141	        42.5
    0.928383	           1	    -118.164	     45.1172	      -21.25
    0.927604	           1	    -139.648	     40.8203	       46.75
    0.927012	    0.828125	    -96.6797	     45.1172	       29.75
    0.926972	     0.03125	    -118.164	     2.14844	          68
    0.926916	           1	    -139.648	     19.3359	        59.5
    0.926769	           1	    -113.867	     2.14844	         8.5
    0.926476	           1	    -135.352	     49.4141	         8.5
    0.925949	           1	    -131.055	     45.1172	         -17
    0.925627	           1	    -135.352	     49.4141	       -4.25
    0.925518	           1	    -143.945	     27.9297	        -8.5
    0.925511	           1	     -109.57	     32.2266	       -25.5
    0.925409	           1	    -105.273	     49.4141	        4.25
    0.925237	           1	    -135.352	     53.7109	           0
    0.925199	           1	    -100.977	     49.4141	        25.5
    0.924836	     0.59375	    -148.242	     15.0391	         8.5
    0.924593	           1	    -122.461	     45.1172	         -17
    0.924491	           1	    -139.648	     45.1172	       -4.25
    0.924183	           1	    -135.352	     32.2266	          51
    0.924032	           1	    -113.867	     36.5234	       72.25
    0.923759	           1	    -131.055	     49.4141	       38.25
    0.923614	           1	    -135.352	     45.1172	       46.75
    0.923577	    0.890625	    -105.273	     15.0391	       63.75
    0.923044	           1	    -113.867	     6.44531	       -4.25
    0.922868	           1	    -139.648	     27.9297	          51
    0.922821	           1	    -126.758	     49.4141	        25.5
    0.922817	           1	    -135.352	     45.1172	          34
    0.922579	           1	    -139.648	     32.2266	        42.5
    0.922452	           1	    -139.648	     15.0391	        -8.5
    0.922083	           1	    -135.352	     53.7109	        4.25
    0.922068	    0.984375	     -109.57	     49.4141	      -12.75
    0.922057	           1	     -109.57	     6.44531	        -8.5
    0.921818	        0.25	    -135.352	     15.0391	       -25.5
     0.92174	    0.984375	    -139.648	     53.7109	       12.75
    0.921725	           1	    -118.164	     40.8203	          51
    0.921668	           1	    -122.461	    -2.14844	          51
    0.921394	           1	    -100.977	     36.5234	           0
    0.921033	    0.828125	    -135.352	     6.44531	        59.5
     0.92095	           1	    -135.352	     27.9297	          68
    0.920847	           1	    -131.055	     40.8203	        59.5
    0.920617	    0.984375	    -100.977	     49.4141	         8.5
    0.920461	           1	    -126.758	     53.7109	       -4.25
    0.920442	           1	    -143.945	     45.1172	         8.5
    0.920411	     0.53125	    -96.6797	     36.5234	          51
    0.920359	     0.90625	    -135.352	     40.8203	      -21.25
     0.92031	     0.90625	    -135.352	    -2.14844	       38.25
    0.920141	           1	     -109.57	     45.1172	       29.75
    0.919641	     0.59375	    -100.977	     53.7109	       12.75
    0.919371	           1	    -135.352	     53.7109	       29.75
     0.91921	           1	    -118.164	    -2.14844	          51
    0.919039	        0.25	    -96.6797	     40.8203	          51
    0.918975	           1	    -126.758	     53.7109	       38.25
    0.918912	           1	    -126.758	     45.1172	       46.75
    0.918696	           1	    -122.461	     40.8203	          51
    0.918508	           1	    -105.273	     2.14844	         8.5
    0.918467	    0.828125	    -113.867	    -2.14844	          51
    0.918056	           1	    -126.758	     45.1172	         -17
    0.917896	           1	    -126.758	     40.8203	          51
    0.917874	           1	    -139.648	     45.1172	       46.75
     0.91774	    0.953125	    -139.648	     10.7422	       55.25
      0.9176	           1	    -122.461	     53.7109	       12.75
    0.917382	     0.03125	     -109.57	     6.44531	          68
    0.916981	           1	    -105.273	     40.8203	          51
    0.916863	           1	    -135.352	     27.9297	        59.5
    0.916651	      0.9375	    -135.352	     45.1172	         -17
    0.916519	           1	    -122.461	     49.4141	        -8.5
    0.916384	     0.09375	    -126.758	     49.4141	       -25.5
    0.916129	           1	     -109.57	    -2.14844	          34
    0.915583	       0.375	    -139.648	     58.0078	       29.75
    0.915493	           1	    -143.945	     27.9297	           0
    0.915398	           1	    -143.945	     19.3359	       -4.25
    0.915109	      0.8125	    -100.977	     2.14844	        25.5
    0.915025	    0.578125	    -96.6797	     45.1172	       38.25
    0.914852	           1	    -131.055	     53.7109	        25.5
    0.914619	           1	    -139.648	     49.4141	       29.75
    0.914553	           1	    -118.164	    -2.14844	          17
    0.914537	      0.8125	    -148.242	     40.8203	       21.25
    0.914537	           1	    -139.648	     45.1172	       21.25
    0.914302	           1	    -143.945	     36.5234	           0
    0.914223	           1	     -109.57	     40.8203	        59.5
    0.913747	           1	    -126.758	     27.9297	        76.5
    0.913307	    0.890625	    -135.352	     10.7422	       63.75
    0.913189	           1	     -109.57	     45.1172	       38.25
    0.913111	           1	    -113.867	     2.14844	           0
     0.91307	    0.359375	    -96.6797	     49.4141	          17
    0.912621	     0.96875	    -143.945	     27.9297	       55.25
    0.912465	           1	    -118.164	     6.44531	        -8.5
    0.912094	    0.015625	     -109.57	     10.7422	       72.25
    0.911966	      0.9375	    -96.6797	     40.8203	       38.25
    0.911677	           1	    -113.867	    -2.14844	       21.25
     0.91142	           1	     -109.57	     6.44531	       -4.25
    0.910923	           1	    -135.352	     49.4141	          51
    0.910858	           1	    -113.867	     49.4141	      -12.75
    0.910815	           1	    -131.055	     36.5234	       55.25
    0.910805	           1	    -118.164	     49.4141	      -12.75
    0.910767	           1	    -118.164	    -6.44531	       29.75
    0.910637	     0.03125	    -126.758	     53.7109	      -21.25
    0.910568	      0.0625	    -139.648	     32.2266	       -25.5
    0.910055	         0.5	    -143.945	     6.44531	        42.5
     0.90992	           1	    -105.273	     45.1172	          34
    0.909912	           1	    -131.055	    -2.14844	       21.25
     0.90986	           1	    -100.977	     10.7422	          34
    0.909764	           1	    -139.648	     53.7109	          17
    0.909673	    0.734375	    -143.945	     45.1172	       46.75
    0.909646	           1	    -139.648	     53.7109	        25.5
    0.909377	       0.625	    -100.977	     15.0391	      -12.75
    0.909236	           1	    -113.867	    -2.14844	       46.75
    0.908875	           1	    -105.273	     49.4141	        25.5
    0.908865	    0.828125	    -100.977	     45.1172	          51
    0.908737	           1	    -131.055	     53.7109	          17
    0.908724	           1	    -135.352	     2.14844	         8.5
    0.908609	           1	    -135.352	     23.6328	       63.75
     0.90858	     0.78125	    -96.6797	     36.5234	       46.75
    0.908387	           1	    -122.461	     45.1172	      -21.25
    0.908116	           1	    -143.945	     36.5234	        4.25
    0.908086	           1	    -143.945	     45.1172	       21.25
    0.907849	           1	    -131.055	     58.0078	       38.25
    0.907538	    0.046875	    -105.273	     45.1172	      -21.25
    0.907365	    0.078125	    -131.055	     53.7109	       63.75
    0.907305	        0.75	    -122.461	     53.7109	         -17
    0.907043	           1	     -109.57	     40.8203	       63.75
    0.906979	     0.84375	    -139.648	     6.44531	          51
     0.90695	           1	    -135.352	     45.1172	        59.5
    0.906822	           1	    -100.977	     15.0391	       -4.25
    0.906772	           1	    -122.461	     49.4141	         -17
     0.90673	    0.578125	    -143.945	     40.8203	        -8.5
    0.906725	      0.8125	    -96.6797	     40.8203	        4.25
    0.906724	       0.875	    -105.273	     2.14844	           0
    0.906681	           1	    -105.273	     49.4141	       38.25
    0.906616	           1	    -143.945	     32.2266	       -4.25
    0.906403	    0.796875	    -126.758	     62.3047	       38.25
    0.906343	           1	    -135.352	     49.4141	          17
    0.906288	           1	    -113.867	     45.1172	         -17
    0.906239	           1	    -126.758	     10.7422	         -17
    0.906052	       0.625	    -105.273	     36.5234	          68
    0.905847	           1	    -100.977	     23.6328	       38.25
    0.905844	           1	    -126.758	     27.9297	       72.25
    0.905785	    0.921875	     -109.57	    -2.14844	        42.5
    0.905568	           1	     -109.57	    -2.14844	       38.25
    0.905523	           1	    -105.273	     19.3359	       63.75
    0.905494	           1	    -135.352	     10.7422	        -8.5
    0.905271	    0.953125	    -105.273	     40.8203	         -17
    0.905092	      0.0625	    -118.164	     62.3047	          51
    0.905044	           1	    -105.273	     45.1172	       55.25
    0.904312	           1	    -131.055	     49.4141	        25.5
    0.904291	    0.890625	    -139.648	     49.4141	       -4.25
    0.904142	      0.1875	    -126.758	     58.0078	      -12.75
     0.90413	           1	    -131.055	     58.0078	       12.75
    0.903949	     0.21875	    -143.945	     2.14844	          34
    0.903778	     0.96875	    -126.758	    -2.14844	          51
    0.903665	           1	    -113.867	     6.44531	        -8.5
    0.903554	    0.046875	    -122.461	     53.7109	          68
    0.903348	        0.25	    -135.352	     62.3047	        25.5
    0.903335	           1	    -122.461	     53.7109	         8.5
    0.903061	           1	    -122.461	     49.4141	       29.75
    0.902286	           1	    -105.273	     53.7109	       38.25
    0.902086	           1	    -126.758	     36.5234	        59.5
    0.902064	    0.953125	    -118.164	    -6.44531	       38.25
    0.901689	           1	    -122.461	     32.2266	       72.25
    0.901419	     0.84375	    -105.273	     2.14844	       46.75
    0.900995	     0.21875	    -105.273	     58.0078	        42.5
    0.900906	           1	    -118.164	     49.4141	       21.25
    0.900874	           1	     -109.57	     2.14844	         8.5
    0.900813	     0.34375	    -143.945	     2.14844	          17
    0.900621	           1	    -126.758	    -6.44531	       29.75
    0.900577	      0.8125	    -139.648	     49.4141	          51
    0.900392	           1	    -135.352	     53.7109	        25.5
    0.900228	           1	    -100.977	     32.2266	           0
    0.900155	           1	    -135.352	     49.4141	        -8.5
    0.900061	           1	    -122.461	    -6.44531	       38.25
    0.899171	           1	    -126.758	     49.4141	       38.25
    0.898865	    0.078125	    -118.164	     45.1172	      -29.75
    0.898859	    0.390625	    -113.867	     62.3047	        42.5
    0.898711	    0.921875	    -100.977	     10.7422	       -4.25
    0.898691	    0.390625	    -105.273	     53.7109	          51
    0.898684	           1	    -139.648	     49.4141	        4.25
    0.898505	    0.921875	    -135.352	     53.7109	       -4.25
    0.898464	      0.3125	    -143.945	     53.7109	        25.5
    0.898119	           1	    -139.648	     32.2266	          51
    0.897677	           1	    -135.352	     53.7109	          17
    0.897476	           1	    -135.352	     53.7109	         8.5
    0.897392	    0.296875	    -143.945	     53.7109	          17
    0.897201	       0.625	    -100.977	     2.14844	          34
    0.896793	           1	    -113.867	    -2.14844	        25.5
    0.896627	      0.9375	    -105.273	     23.6328	      -21.25
    0.896542	           1	    -100.977	     27.9297	       -4.25
     0.89648	           1	    -126.758	     40.8203	        59.5
    0.896423	           1	    -126.758	     53.7109	          17
    0.896127	      0.1875	    -152.539	     23.6328	       29.75
    0.895629	    0.015625	    -131.055	     58.0078	      -12.75
    0.895464	    0.203125	    -148.242	     40.8203	           0
    0.895114	           1	    -131.055	     36.5234	       63.75
    0.894993	       0.375	    -148.242	     15.0391	        42.5
    0.894882	        0.25	    -152.539	     23.6328	       21.25
    0.894461	       0.875	    -135.352	     53.7109	          51
    0.894457	    0.671875	    -100.977	     53.7109	       29.75
    0.894423	           1	    -105.273	     6.44531	       -4.25
    0.894415	      0.1875	    -100.977	     53.7109	        42.5
    0.893947	           1	    -100.977	     40.8203	          51
    0.893879	           1	    -126.758	     58.0078	       29.75
    0.893622	    0.890625	    -143.945	     49.4141	       29.75
    0.893601	    0.921875	    -143.945	     32.2266	       55.25
     0.89333	           1	    -105.273	     2.14844	       38.25
    0.893082	           1	    -139.648	     49.4141	         8.5
    0.892875	     0.65625	    -100.977	     2.14844	       12.75
    0.892861	    0.984375	    -105.273	     49.4141	          51
    0.892848	    0.015625	     -109.57	     49.4141	          68
    0.892845	        0.25	    -122.461	     27.9297	       80.75
    0.892626	           1	    -139.648	     36.5234	        42.5
    0.892564	       0.875	    -100.977	     45.1172	       -4.25
    0.892403	      0.3125	     -109.57	    -2.14844	          51
    0.892292	           1	    -118.164	    -2.14844	       12.75
    0.892224	           1	    -118.164	     32.2266	        76.5
    0.892146	           1	    -131.055	     23.6328	       72.25
    0.892145	           1	    -131.055	     58.0078	         8.5
    0.892081	           1	    -139.648	     40.8203	       29.75
    0.891575	     0.40625	    -105.273	     40.8203	      -21.25
    0.891256	    0.953125	    -100.977	     40.8203	        -8.5
    0.891086	           1	    -143.945	     32.2266	       46.75
    0.890932	           1	    -148.242	     32.2266	          34
    0.890863	           1	    -126.758	     2.14844	           0
    0.890739	    0.828125	    -131.055	     49.4141	       63.75
    0.890574	           1	    -131.055	     49.4141	          51
    0.890553	    0.421875	    -105.273	     49.4141	      -12.75
    0.890509	           1	    -135.352	     27.9297	       63.75
    0.890504	           1	    -126.758	     58.0078	         8.5
    0.889826	           1	    -122.461	     45.1172	       38.25
    0.889681	    0.015625	    -118.164	     53.7109	          68
    0.889659	           1	    -139.648	     40.8203	        25.5
    0.888999	    0.734375	    -100.977	     2.14844	       29.75
    0.888794	           1	    -143.945	     40.8203	       12.75
    0.888583	     0.53125	    -126.758	     58.0078	       55.25
    0.888535	           1	    -143.945	     15.0391	           0
    0.888535	           1	    -100.977	     15.0391	           0
    0.888517	           1	    -143.945	     32.2266	          51
    0.888227	     0.46875	    -105.273	     6.44531	      -12.75
    0.888219	    0.140625	    -96.6797	     49.4141	         8.5
    0.888212	           1	    -96.6797	     36.5234	       38.25
    0.888125	           1	    -135.352	     45.1172	        42.5
