# amide: ROI Analysis File - generated on Fri Aug 20 14:32:50 2010
#
# Study:	XXXXXXXXXXXX
#
# ROI:	tumor	Type:	ellipsoid
#   Data Set:	XXXXXXXXXXXX	Scaling Factor:	1
#   Frame 0, Gate 0
#      Value	      Weight	      X (mm)	      Y (mm)	      Z (mm)
     6.12049	           1	     79.4922	     10.7422	       -4.25
     6.11934	           1	     148.242	     27.9297	        4.25
     6.11307	           1	     126.758	     15.0391	      -21.25
     6.11104	           1	     135.352	    -32.2266	         -17
     6.11058	           1	     131.055	    -27.9297	      -12.75
     6.11044	           1	     96.6797	    -15.0391	       12.75
     6.10992	           1	     105.273	     23.6328	      -38.25
     6.10852	           1	     88.0859	     36.5234	          34
     6.10771	           1	     148.242	     6.44531	         -17
     6.10573	           1	     131.055	     27.9297	       -4.25
     6.10467	           1	     96.6797	     15.0391	         -34
     6.10465	           1	     88.0859	     19.3359	       21.25
     6.10252	           1	     100.977	     32.2266	       29.75
     6.10242	           1	     143.945	    -19.3359	         -17
     6.10237	           1	     113.867	    -27.9297	           0
     6.10204	           1	     92.3828	     32.2266	       38.25
     6.10145	           1	     135.352	     27.9297	        25.5
     6.10032	           1	     139.648	     45.1172	        25.5
     6.09947	           1	     96.6797	     27.9297	        25.5
     6.09941	           1	     126.758	     10.7422	       -25.5
     6.09835	           1	     105.273	    -27.9297	           0
     6.09735	           1	     122.461	     23.6328	       29.75
     6.09701	           1	     88.0859	     10.7422	           0
     6.09501	           1	     100.977	    -23.6328	        4.25
     6.09501	           1	     139.648	     6.44531	        4.25
      6.0944	           1	     122.461	     45.1172	       21.25
     6.09433	           1	     156.836	     15.0391	      -12.75
     6.09269	           1	     135.352	     6.44531	         -17
     6.09154	           1	     143.945	    -23.6328	       -4.25
     6.08974	           1	     83.7891	     23.6328	       29.75
     6.08817	           1	     156.836	     10.7422	           0
     6.08686	           1	     122.461	    -19.3359	         -17
      6.0836	           1	     118.164	     19.3359	      -29.75
     6.08324	           1	     96.6797	     45.1172	       21.25
     6.08287	           1	     131.055	    -23.6328	       -25.5
     6.08065	           1	     148.242	     10.7422	       -25.5
     6.08048	           1	     100.977	     23.6328	      -38.25
     6.07994	           1	     135.352	    -27.9297	      -38.25
     6.07852	           1	     148.242	    -10.7422	           0
     6.07836	           1	     148.242	     23.6328	         -34
     6.07791	           1	     122.461	    -15.0391	       38.25
     6.07648	           1	     88.0859	     19.3359	          17
     6.07524	           1	     135.352	    -23.6328	       -25.5
     6.07484	           1	     113.867	    -19.3359	         8.5
     6.07386	           1	     152.539	     15.0391	      -12.75
     6.07362	           1	     96.6797	     36.5234	       29.75
     6.07268	           1	     88.0859	     27.9297	       21.25
     6.07197	           1	     135.352	     45.1172	         8.5
     6.07101	           1	     118.164	    -19.3359	         -17
     6.07053	           1	     131.055	     27.9297	         8.5
     6.07025	           1	     113.867	    -19.3359	      -12.75
     6.06806	           1	      109.57	     32.2266	      -38.25
     6.06669	           1	     143.945	     27.9297	        -8.5
     6.06563	           1	     113.867	     27.9297	       46.75
     6.06357	           1	     100.977	     27.9297	        42.5
     6.06292	           1	      109.57	     10.7422	      -38.25
      6.0622	           1	     122.461	     36.5234	        4.25
     6.05972	           1	     143.945	     23.6328	          51
     6.05936	           1	     122.461	    -19.3359	      -29.75
     6.05776	           1	     83.7891	     6.44531	       -4.25
     6.05718	           1	     135.352	    -27.9297	         -34
     6.05584	           1	     88.0859	     6.44531	       -25.5
     6.05397	           1	     131.055	     45.1172	          17
     6.05361	           1	     122.461	     36.5234	           0
     6.05126	           1	     113.867	    -6.44531	      -55.25
     6.05091	     0.96875	     148.242	     27.9297	       46.75
     6.04789	           1	      109.57	    -27.9297	       -25.5
     6.04753	           1	     122.461	     23.6328	        -8.5
     6.04734	           1	     92.3828	     19.3359	       21.25
     6.04529	           1	     131.055	    -23.6328	      -21.25
     6.04491	           1	     126.758	    -27.9297	          17
     6.03888	           1	     143.945	     2.14844	      -38.25
     6.03875	           1	     96.6797	    -19.3359	       -4.25
     6.03789	           1	     92.3828	    -6.44531	          17
     6.03683	           1	     113.867	     40.8203	       38.25
     6.03654	           1	     131.055	     40.8203	         -17
     6.03487	           1	     118.164	    -15.0391	       38.25
     6.03398	           1	     143.945	     10.7422	       46.75
     6.03259	           1	     88.0859	     36.5234	       38.25
     6.02915	           1	     100.977	     10.7422	      -29.75
     6.02842	           1	     152.539	     19.3359	      -12.75
     6.02625	           1	     131.055	     19.3359	         -17
     6.02403	           1	     148.242	     19.3359	       -25.5
     6.02244	           1	     148.242	     23.6328	       -25.5
     6.01977	           1	     113.867	     49.4141	        4.25
     6.01892	           1	     100.977	    -19.3359	        -8.5
     6.01851	           1	     122.461	     45.1172	           0
     6.01839	           1	     88.0859	     19.3359	        25.5
     6.01791	           1	     135.352	    -15.0391	         -17
     6.01778	           1	     92.3828	     40.8203	       21.25
     6.01708	           1	     126.758	     15.0391	         -17
      6.0144	           1	     135.352	    -27.9297	      -29.75
     6.01364	           1	     126.758	     40.8203	        -8.5
     6.01301	           1	      109.57	     40.8203	          34
      6.0127	           1	     100.977	    -27.9297	        4.25
     6.01024	           1	     126.758	    -23.6328	       21.25
     6.00904	           1	     88.0859	     36.5234	       21.25
     6.00851	           1	     131.055	     27.9297	        25.5
      6.0071	           1	     88.0859	     32.2266	          34
     6.00364	           1	     88.0859	     10.7422	        -8.5
      6.0035	           1	     139.648	     6.44531	           0
      6.0027	           1	     88.0859	     40.8203	       21.25
     6.00142	           1	     126.758	     27.9297	          51
     6.00096	           1	      109.57	    -27.9297	         -17
      6.0006	           1	     105.273	     27.9297	        42.5
     5.99938	           1	     152.539	     27.9297	       21.25
     5.99922	           1	     105.273	    -23.6328	           0
     5.99873	           1	     92.3828	    -15.0391	       -4.25
     5.99827	           1	     131.055	    -19.3359	       -25.5
     5.99824	           1	     131.055	     10.7422	      -29.75
     5.99816	           1	     83.7891	    -6.44531	       -4.25
     5.99809	           1	     83.7891	     10.7422	        -8.5
     5.99664	           1	     118.164	     40.8203	        25.5
     5.99561	           1	     156.836	     6.44531	       -4.25
     5.99492	           1	     143.945	     27.9297	      -21.25
     5.99413	           1	     79.4922	     15.0391	           0
     5.99365	           1	     75.1953	     27.9297	       21.25
     5.99358	           1	     88.0859	     40.8203	       12.75
     5.99185	           1	     105.273	     23.6328	          34
     5.99185	           1	     100.977	     40.8203	          34
     5.99052	           1	     79.4922	     23.6328	          17
     5.98988	           1	     92.3828	     45.1172	         8.5
     5.98799	           1	     105.273	    -10.7422	       46.75
     5.98784	           1	     100.977	     6.44531	      -38.25
     5.98594	           1	     118.164	     23.6328	      -29.75
     5.98396	           1	     139.648	    -27.9297	       -25.5
     5.98389	           1	     122.461	     15.0391	      -12.75
     5.98268	           1	     122.461	     19.3359	       -25.5
     5.98195	           1	     96.6797	     40.8203	        25.5
     5.98068	           1	     92.3828	    -6.44531	       21.25
     5.98015	           1	     126.758	    -2.14844	         -34
     5.97945	           1	     92.3828	     23.6328	       38.25
     5.97816	           1	     96.6797	     19.3359	          34
     5.97547	           1	      109.57	    -10.7422	       46.75
     5.97111	           1	     118.164	     15.0391	      -21.25
     5.97101	           1	     105.273	     40.8203	          34
     5.97006	           1	     96.6797	    -10.7422	          17
     5.97001	           1	     105.273	     27.9297	      -38.25
     5.96839	           1	     148.242	     23.6328	        25.5
     5.96826	           1	     96.6797	     49.4141	       12.75
     5.96783	           1	     92.3828	     19.3359	        25.5
     5.96744	           1	     113.867	     32.2266	       29.75
     5.96733	           1	     118.164	     40.8203	      -29.75
     5.96691	           1	     118.164	    -10.7422	      -55.25
     5.96615	           1	     139.648	     27.9297	       -25.5
     5.96443	           1	     122.461	     15.0391	         -34
     5.96341	           1	     131.055	     6.44531	       -42.5
     5.96171	           1	     96.6797	    -15.0391	      -29.75
     5.96099	           1	     75.1953	     23.6328	          17
     5.96093	           1	      109.57	    -19.3359	         -17
     5.96017	           1	     88.0859	     32.2266	       21.25
      5.9601	           1	     105.273	    -27.9297	       -25.5
     5.96008	           1	     79.4922	     10.7422	        4.25
     5.95946	           1	     135.352	     27.9297	         8.5
     5.95867	           1	     118.164	     49.4141	        4.25
     5.95859	           1	      109.57	     49.4141	      -21.25
     5.95849	           1	     156.836	     15.0391	       12.75
     5.95724	           1	     126.758	     6.44531	       -25.5
     5.95509	           1	     139.648	    -19.3359	         -17
      5.9547	           1	      109.57	     45.1172	       -25.5
     5.95442	           1	      109.57	    -32.2266	        4.25
     5.95417	           1	     88.0859	     15.0391	       -4.25
     5.95314	           1	     96.6797	     40.8203	       29.75
     5.95247	           1	     100.977	    -27.9297	       -25.5
     5.95229	           1	     148.242	     32.2266	      -12.75
     5.95141	           1	     96.6797	     40.8203	          34
     5.94943	           1	     105.273	    -27.9297	      -21.25
     5.94923	           1	     92.3828	     23.6328	          34
     5.94765	           1	     96.6797	     10.7422	      -29.75
     5.94643	           1	     148.242	     19.3359	          34
     5.94597	           1	     135.352	    -36.5234	      -12.75
     5.94529	           1	     113.867	    -10.7422	      -46.75
     5.94527	           1	     118.164	    -6.44531	         -51
     5.94453	           1	     92.3828	    -15.0391	         -34
     5.94195	           1	      109.57	    -19.3359	         8.5
     5.94175	           1	     152.539	     15.0391	         -17
     5.94138	           1	     126.758	     15.0391	      -38.25
     5.93957	           1	     113.867	    -27.9297	      -29.75
     5.93897	           1	     100.977	    -19.3359	       12.75
     5.93866	           1	     88.0859	     45.1172	       12.75
     5.93847	           1	     126.758	     27.9297	       -25.5
     5.93845	           1	     143.945	    -15.0391	      -12.75
      5.9372	           1	     96.6797	     10.7422	       -25.5
     5.93647	           1	     126.758	     27.9297	        25.5
     5.93625	           1	     135.352	    -32.2266	       -25.5
     5.93571	           1	     139.648	     10.7422	      -29.75
     5.93549	           1	     79.4922	     27.9297	       29.75
     5.93466	           1	     92.3828	     10.7422	       -25.5
     5.93466	           1	     113.867	    -23.6328	      -29.75
     5.93449	           1	     152.539	     10.7422	         8.5
     5.93423	           1	     122.461	    -23.6328	      -12.75
     5.93393	           1	     83.7891	     23.6328	       21.25
     5.93282	           1	     113.867	     23.6328	       38.25
     5.93275	           1	     96.6797	     6.44531	       -25.5
     5.93148	           1	     92.3828	     2.14844	       -25.5
     5.93044	           1	     105.273	    -23.6328	      -29.75
     5.93001	           1	     92.3828	    -10.7422	       21.25
      5.9293	           1	     131.055	     40.8203	        42.5
     5.92683	           1	     152.539	     23.6328	          34
     5.92409	           1	     126.758	     10.7422	      -21.25
     5.92378	           1	     88.0859	     2.14844	      -21.25
     5.92271	           1	     139.648	     19.3359	      -29.75
     5.92213	           1	     96.6797	     10.7422	       -42.5
     5.92042	           1	     148.242	     2.14844	         8.5
     5.91802	           1	     126.758	    -23.6328	          17
      5.9167	           1	     139.648	     6.44531	       -4.25
     5.91643	           1	     139.648	     6.44531	        -8.5
     5.91547	           1	     118.164	    -23.6328	       12.75
     5.91456	           1	     148.242	     15.0391	           0
     5.91439	           1	     152.539	    -2.14844	         8.5
     5.91411	           1	     113.867	    -32.2266	         8.5
     5.91369	           1	     75.1953	     15.0391	        4.25
     5.91188	           1	     139.648	    -23.6328	      -21.25
     5.91144	           1	     143.945	     27.9297	       -25.5
     5.91143	           1	      109.57	     49.4141	        4.25
     5.91095	           1	     105.273	    -27.9297	         8.5
     5.91034	           1	     122.461	     23.6328	          34
     5.90991	           1	     96.6797	     45.1172	        25.5
     5.90983	           1	     88.0859	     45.1172	          17
     5.90807	           1	     118.164	     36.5234	          17
     5.90765	           1	     92.3828	     36.5234	        25.5
     5.90755	           1	     148.242	    -15.0391	         -17
     5.90685	           1	     122.461	    -27.9297	      -12.75
     5.90638	           1	     156.836	    -2.14844	      -21.25
      5.9062	           1	     139.648	     45.1172	       -4.25
     5.90533	           1	     118.164	    -32.2266	         -17
     5.90398	           1	     83.7891	     19.3359	          17
      5.9034	           1	     122.461	     45.1172	          17
     5.90275	           1	     96.6797	     6.44531	      -38.25
     5.90205	           1	     96.6797	    -27.9297	       12.75
     5.90203	           1	     135.352	     45.1172	      -12.75
     5.90193	           1	     131.055	    -27.9297	          17
     5.90058	           1	     118.164	     15.0391	      -29.75
     5.90032	           1	     113.867	     19.3359	         -17
     5.89843	           1	     122.461	     2.14844	      -38.25
     5.89728	           1	     139.648	    -2.14844	        4.25
     5.89712	           1	     139.648	    -23.6328	       -4.25
     5.89639	           1	     105.273	     36.5234	         -34
     5.89615	           1	     148.242	     19.3359	        -8.5
      5.8958	           1	     83.7891	     15.0391	           0
      5.8918	           1	     100.977	     15.0391	      -29.75
     5.89144	           1	     100.977	    -23.6328	       -4.25
     5.89053	           1	     100.977	    -19.3359	          17
     5.89032	           1	      109.57	    -19.3359	        -8.5
     5.88974	           1	     105.273	    -27.9297	       -4.25
     5.88823	           1	     83.7891	     6.44531	        4.25
     5.88682	           1	     105.273	     32.2266	      -38.25
     5.88556	           1	     79.4922	     27.9297	          17
     5.88495	    0.984375	     143.945	     32.2266	       46.75
     5.88345	           1	     105.273	     45.1172	       -25.5
     5.88278	           1	     126.758	     40.8203	      -12.75
     5.88059	           1	     139.648	     27.9297	          17
     5.88013	           1	     152.539	     10.7422	      -21.25
     5.88003	           1	     135.352	    -27.9297	         -17
     5.87899	           1	     148.242	     6.44531	      -38.25
     5.87754	           1	     105.273	    -19.3359	        -8.5
     5.87727	           1	     96.6797	    -19.3359	        -8.5
     5.87522	           1	     156.836	     2.14844	        4.25
     5.87493	           1	     126.758	    -27.9297	      -38.25
     5.87297	           1	     131.055	     10.7422	       -42.5
     5.87283	           1	     118.164	    -32.2266	      -29.75
      5.8724	           1	     122.461	     6.44531	       -42.5
     5.87182	           1	     100.977	     45.1172	          17
     5.87168	           1	     113.867	     32.2266	         -34
     5.86937	           1	      109.57	     36.5234	        42.5
     5.86914	           1	     79.4922	     10.7422	      -21.25
     5.86891	           1	     96.6797	    -15.0391	         -17
     5.86803	           1	     143.945	     19.3359	          34
     5.86617	           1	     92.3828	     36.5234	         8.5
     5.86616	           1	     105.273	     45.1172	      -29.75
     5.86599	           1	     148.242	     15.0391	       38.25
     5.86532	           1	     126.758	     23.6328	       -25.5
     5.86456	           1	     135.352	    -23.6328	      -21.25
     5.86275	           1	     92.3828	     45.1172	       21.25
     5.86211	           1	     139.648	    -27.9297	      -21.25
     5.86173	           1	     92.3828	     2.14844	         -34
     5.86087	           1	     139.648	     23.6328	       -25.5
     5.86025	           1	     122.461	     32.2266	       12.75
     5.86021	           1	     143.945	     40.8203	      -12.75
     5.86015	           1	     100.977	    -19.3359	         8.5
     5.85967	           1	      109.57	    -19.3359	      -21.25
     5.85954	           1	     92.3828	     19.3359	          17
     5.85837	           1	     118.164	     40.8203	        42.5
     5.85822	           1	     100.977	    -23.6328	       21.25
     5.85585	           1	     135.352	     40.8203	         -17
     5.85561	           1	     122.461	     23.6328	           0
     5.85527	           1	     139.648	     40.8203	          34
     5.85523	           1	      109.57	     23.6328	       38.25
     5.85441	           1	     118.164	    -32.2266	         8.5
     5.85359	           1	     143.945	     6.44531	      -12.75
     5.85118	           1	     126.758	    -27.9297	      -12.75
     5.85106	           1	     139.648	    -2.14844	           0
     5.84811	           1	     122.461	     40.8203	           0
     5.84726	           1	     118.164	     40.8203	          17
     5.84637	           1	     96.6797	    -23.6328	         8.5
     5.84414	           1	      109.57	     19.3359	      -38.25
     5.84347	           1	     148.242	     32.2266	       12.75
     5.84242	           1	     126.758	    -19.3359	       -25.5
     5.84083	           1	     105.273	    -19.3359	       -25.5
     5.84055	           1	     96.6797	     2.14844	         -34
     5.84007	           1	     92.3828	    -10.7422	       -4.25
     5.83996	           1	     92.3828	    -2.14844	       29.75
      5.8386	           1	     118.164	    -19.3359	       38.25
     5.83833	           1	     143.945	     40.8203	         8.5
     5.83733	           1	     122.461	     23.6328	       -25.5
     5.83505	           1	     92.3828	     40.8203	          34
     5.83387	           1	     113.867	     27.9297	       29.75
     5.83307	           1	     122.461	     49.4141	        4.25
     5.83192	           1	     152.539	     23.6328	      -12.75
     5.83087	           1	     79.4922	     15.0391	         8.5
     5.82916	           1	     113.867	    -19.3359	         -17
     5.82738	           1	     148.242	     40.8203	          17
     5.82727	           1	     126.758	     10.7422	       -42.5
     5.82673	           1	     92.3828	     10.7422	       -4.25
     5.82644	           1	     143.945	     6.44531	       -4.25
     5.82573	           1	     92.3828	     32.2266	        25.5
     5.82515	           1	     152.539	    -2.14844	         -34
     5.82444	           1	     83.7891	     40.8203	       29.75
     5.82249	           1	     143.945	     32.2266	         -17
     5.82121	           1	     100.977	     45.1172	        25.5
     5.82091	           1	     148.242	     10.7422	      -38.25
     5.82034	           1	     156.836	     6.44531	        4.25
     5.81988	           1	     118.164	     15.0391	      -12.75
     5.81908	           1	     96.6797	     6.44531	      -29.75
     5.81853	           1	     156.836	    -2.14844	         8.5
      5.8178	           1	     92.3828	     40.8203	        4.25
     5.81662	           1	     152.539	    -6.44531	      -29.75
     5.81582	           1	     156.836	     15.0391	         -17
     5.81197	           1	     135.352	     6.44531	       -4.25
     5.81168	           1	     92.3828	    -10.7422	           0
     5.81167	           1	     139.648	     23.6328	       29.75
     5.80977	           1	     96.6797	    -23.6328	        -8.5
     5.80885	           1	     143.945	    -10.7422	       -4.25
     5.80815	           1	     148.242	     23.6328	       21.25
      5.8075	           1	     96.6797	     36.5234	          17
     5.80708	           1	     118.164	     45.1172	        25.5
     5.80658	           1	     88.0859	    -2.14844	       -4.25
     5.80648	           1	     126.758	     32.2266	       -25.5
     5.80619	           1	     156.836	     15.0391	         8.5
     5.80584	           1	     143.945	    -23.6328	       -25.5
     5.80573	           1	     139.648	    -27.9297	      -29.75
     5.80553	           1	     131.055	     27.9297	       -25.5
     5.80486	           1	     122.461	    -23.6328	          17
     5.80486	           1	     83.7891	     23.6328	          17
     5.80442	           1	     105.273	    -27.9297	         -17
     5.80423	           1	     83.7891	     40.8203	       21.25
     5.80384	           1	     96.6797	     15.0391	       -42.5
     5.80372	           1	     100.977	     19.3359	       38.25
     5.80362	           1	     152.539	    -6.44531	       -25.5
     5.80358	           1	     100.977	    -27.9297	         -17
     5.79948	           1	     96.6797	    -15.0391	       -4.25
     5.79796	           1	      109.57	     27.9297	      -38.25
     5.79556	           1	     88.0859	     32.2266	       38.25
     5.79517	           1	     79.4922	     19.3359	        4.25
     5.79495	           1	     100.977	     49.4141	       12.75
     5.79484	           1	      109.57	     36.5234	      -29.75
     5.79129	           1	     118.164	    -27.9297	       12.75
     5.79126	           1	     131.055	    -23.6328	       21.25
     5.79036	           1	     143.945	     40.8203	        4.25
     5.79035	           1	     75.1953	     36.5234	       21.25
     5.78993	           1	     113.867	     36.5234	      -29.75
     5.78976	           1	     118.164	     23.6328	      -21.25
     5.78962	           1	     88.0859	     27.9297	          34
     5.78878	           1	     100.977	     49.4141	          17
     5.78803	           1	     126.758	     15.0391	       -25.5
     5.78703	           1	     79.4922	     10.7422	           0
     5.78549	           1	      109.57	     49.4141	       -25.5
     5.78503	           1	     118.164	     36.5234	         -34
     5.78433	           1	     83.7891	     32.2266	          34
     5.78381	           1	     135.352	     45.1172	           0
     5.78365	           1	     139.648	     32.2266	      -21.25
     5.78118	           1	     92.3828	    -19.3359	          17
     5.77961	           1	     152.539	    -6.44531	        4.25
      5.7795	           1	     131.055	     23.6328	        -8.5
     5.77878	           1	     92.3828	     15.0391	      -38.25
     5.77855	           1	     105.273	    -27.9297	          17
     5.77729	           1	     131.055	     45.1172	       29.75
     5.77709	           1	     88.0859	     23.6328	          17
     5.77683	           1	     96.6797	     32.2266	        42.5
     5.77595	           1	     135.352	     27.9297	       -25.5
     5.77587	           1	     122.461	     23.6328	      -29.75
     5.77488	           1	     75.1953	     32.2266	        25.5
     5.77478	           1	     135.352	    -32.2266	        -8.5
     5.77473	           1	     92.3828	     10.7422	      -38.25
     5.77422	           1	     122.461	     27.9297	       -4.25
     5.77379	           1	     96.6797	     27.9297	        42.5
     5.77313	           1	     135.352	     19.3359	          34
     5.77303	           1	     79.4922	     32.2266	       29.75
     5.77271	           1	     126.758	     19.3359	      -29.75
      5.7722	           1	     83.7891	     27.9297	          34
     5.77149	           1	     88.0859	     6.44531	           0
     5.77141	           1	     118.164	    -23.6328	        4.25
     5.77022	           1	     92.3828	    -19.3359	      -21.25
     5.76999	           1	     139.648	     27.9297	        4.25
     5.76927	           1	     122.461	     27.9297	       -25.5
     5.76832	           1	     135.352	     45.1172	          17
     5.76803	           1	     83.7891	     19.3359	       21.25
     5.76706	           1	     100.977	    -19.3359	         -34
      5.7655	           1	     126.758	    -19.3359	         -17
     5.76481	           1	     105.273	    -23.6328	          17
     5.76451	           1	     156.836	     19.3359	      -12.75
     5.76451	           1	     88.0859	     19.3359	       29.75
     5.76393	           1	     156.836	    -2.14844	      -29.75
     5.76287	           1	      109.57	    -23.6328	       -4.25
     5.76238	           1	     105.273	     27.9297	       29.75
     5.76163	           1	     152.539	     19.3359	       -25.5
     5.76132	           1	     75.1953	     27.9297	        25.5
     5.76088	           1	     100.977	    -27.9297	       -4.25
     5.76064	           1	     100.977	    -23.6328	         -34
     5.76045	           1	     122.461	    -19.3359	      -21.25
     5.76014	           1	     135.352	    -19.3359	      -38.25
     5.75976	    0.984375	     148.242	     32.2266	        42.5
     5.75976	           1	     92.3828	     19.3359	          34
     5.75962	           1	     92.3828	     45.1172	        25.5
     5.75892	           1	     96.6797	     10.7422	      -21.25
     5.75739	           1	     122.461	     49.4141	         8.5
     5.75698	           1	     148.242	     10.7422	        4.25
     5.75495	           1	     88.0859	     10.7422	       -25.5
     5.75235	           1	     92.3828	     27.9297	       21.25
     5.75093	           1	     118.164	     36.5234	      -29.75
     5.75049	           1	     92.3828	    -19.3359	         -17
     5.74917	           1	     122.461	     27.9297	        25.5
      5.7461	           1	     88.0859	     36.5234	          17
     5.74541	           1	     122.461	    -19.3359	       -25.5
      5.7403	           1	     92.3828	     2.14844	      -21.25
     5.74003	           1	     122.461	    -27.9297	       12.75
     5.73968	           1	     96.6797	    -19.3359	       21.25
     5.73908	           1	     139.648	     23.6328	      -21.25
     5.73908	           1	     148.242	    -15.0391	      -21.25
     5.73773	           1	     131.055	     10.7422	      -12.75
     5.73757	           1	     122.461	    -23.6328	       21.25
     5.73633	           1	     113.867	     45.1172	        4.25
     5.73555	           1	     148.242	     15.0391	       -25.5
     5.73548	           1	     88.0859	     2.14844	        4.25
     5.73477	           1	      109.57	    -27.9297	       -4.25
     5.73472	           1	     118.164	     49.4141	         8.5
       5.734	           1	     139.648	    -23.6328	         -34
     5.73265	           1	     156.836	    -2.14844	        4.25
     5.73242	           1	     118.164	     40.8203	         8.5
      5.7324	           1	     92.3828	    -19.3359	         -34
     5.73231	           1	     139.648	    -27.9297	      -12.75
     5.73172	           1	     113.867	    -19.3359	        -8.5
     5.73161	           1	     92.3828	     6.44531	      -29.75
     5.73041	           1	     105.273	    -19.3359	         8.5
     5.73023	           1	     96.6797	    -23.6328	       -4.25
     5.72996	           1	     156.836	     6.44531	           0
     5.72881	           1	     105.273	    -23.6328	       -4.25
     5.72852	           1	     126.758	    -27.9297	       21.25
     5.72835	           1	     143.945	     23.6328	           0
     5.72798	           1	     75.1953	     23.6328	        25.5
     5.72791	           1	     96.6797	    -23.6328	         -34
      5.7274	           1	     131.055	    -32.2266	      -29.75
     5.72705	           1	     105.273	     36.5234	      -29.75
     5.72645	           1	      109.57	    -32.2266	        -8.5
     5.72611	           1	     75.1953	     19.3359	         8.5
     5.72601	           1	     118.164	     36.5234	        25.5
     5.72595	           1	     156.836	     10.7422	      -21.25
     5.72319	           1	     122.461	    -19.3359	       38.25
     5.72284	           1	     88.0859	     6.44531	        -8.5
     5.72213	           1	      109.57	     49.4141	         -17
     5.72045	           1	     135.352	     6.44531	      -21.25
     5.72008	           1	     96.6797	    -19.3359	         8.5
     5.71978	           1	     92.3828	     23.6328	          17
     5.71965	           1	     118.164	     15.0391	       -25.5
     5.71923	           1	     135.352	    -19.3359	      -21.25
     5.71855	           1	     126.758	    -19.3359	      -38.25
     5.71756	           1	     118.164	     27.9297	      -29.75
     5.71741	           1	     92.3828	    -15.0391	         -17
     5.71483	           1	     75.1953	     19.3359	        4.25
     5.71377	           1	     100.977	    -27.9297	         8.5
     5.71348	           1	     148.242	     10.7422	       -4.25
     5.71196	           1	     92.3828	     27.9297	       12.75
     5.71094	           1	     88.0859	    -10.7422	           0
     5.70934	           1	     92.3828	    -6.44531	        25.5
     5.70916	           1	     131.055	    -15.0391	      -21.25
     5.70752	           1	     88.0859	     2.14844	       -4.25
     5.70691	           1	     131.055	     23.6328	        4.25
     5.70643	           1	     126.758	     15.0391	      -12.75
     5.70403	           1	     139.648	    -32.2266	      -12.75
     5.70395	           1	     143.945	     19.3359	          51
     5.70352	           1	     148.242	    -6.44531	        4.25
     5.70036	           1	     92.3828	     27.9297	       38.25
     5.70001	           1	     96.6797	     19.3359	        25.5
     5.69987	           1	     100.977	     45.1172	       21.25
     5.69929	           1	     143.945	    -15.0391	      -29.75
     5.69834	           1	     122.461	     10.7422	       -25.5
     5.69808	           1	     143.945	    -10.7422	           0
     5.69581	           1	     122.461	    -27.9297	          17
     5.69503	           1	     143.945	    -19.3359	       -4.25
     5.69379	           1	     143.945	    -19.3359	           0
     5.69272	           1	     100.977	    -23.6328	           0
     5.69189	           1	     96.6797	     15.0391	       38.25
     5.68992	           1	     143.945	     23.6328	       -4.25
     5.68966	           1	     113.867	     49.4141	         8.5
     5.68905	           1	     105.273	     49.4141	         -17
     5.68794	           1	     143.945	     27.9297	         -17
     5.68595	           1	     105.273	     49.4141	      -21.25
      5.6853	           1	     126.758	     19.3359	       -25.5
     5.68524	           1	     105.273	     15.0391	      -29.75
     5.68511	           1	     113.867	    -6.44531	      -46.75
     5.68481	           1	     122.461	    -23.6328	       12.75
     5.68305	           1	     96.6797	     40.8203	         8.5
     5.68267	           1	     79.4922	     23.6328	       21.25
       5.682	           1	     131.055	     23.6328	           0
     5.68148	           1	     131.055	     10.7422	       -25.5
     5.68023	           1	     92.3828	     49.4141	       12.75
     5.67863	           1	     126.758	     23.6328	        4.25
     5.67854	           1	     92.3828	    -2.14844	        25.5
     5.67817	           1	     79.4922	     19.3359	         8.5
      5.6771	           1	     126.758	    -19.3359	      -21.25
     5.67694	           1	     118.164	    -19.3359	      -12.75
     5.67624	           1	      109.57	     32.2266	         -34
     5.67573	           1	     139.648	    -6.44531	       -4.25
     5.67397	           1	     143.945	     10.7422	           0
     5.67238	           1	     143.945	    -6.44531	         -34
     5.67183	           1	     135.352	     32.2266	          51
     5.66872	           1	     88.0859	     15.0391	        4.25
     5.66809	           1	     100.977	     23.6328	        25.5
     5.66717	           1	     122.461	     32.2266	       -25.5
     5.66645	           1	     143.945	     6.44531	        -8.5
      5.6658	           1	      109.57	     40.8203	       38.25
      5.6657	           1	     152.539	     19.3359	         -17
     5.66526	           1	     92.3828	    -19.3359	       -25.5
     5.66486	           1	     143.945	    -23.6328	           0
      5.6646	           1	     135.352	    -10.7422	      -12.75
     5.66432	           1	     139.648	    -23.6328	           0
     5.66397	           1	     96.6797	    -10.7422	       21.25
     5.66373	           1	      109.57	    -6.44531	       55.25
     5.66367	           1	     113.867	     49.4141	      -21.25
     5.66298	           1	     96.6797	    -15.0391	           0
     5.66153	           1	     118.164	    -19.3359	      -21.25
     5.65923	           1	     96.6797	    -15.0391	         -34
     5.65909	           1	     122.461	     10.7422	      -21.25
     5.65894	           1	     96.6797	     36.5234	         8.5
     5.65771	           1	     139.648	     19.3359	          34
     5.65553	           1	     152.539	     27.9297	          34
     5.65534	           1	      109.57	     36.5234	      -38.25
     5.65528	           1	     100.977	     36.5234	       29.75
     5.65467	           1	     118.164	     23.6328	      -12.75
     5.65132	           1	     139.648	    -27.9297	       -4.25
