# amide: ROI Analysis File - generated on Fri Aug 20 14:32:50 2010
#
# Study:	XXXXXXXXXXXX
#
# ROI:	tumor	Type:	ellipsoid
#   Data Set:	XXXXXXXXXXXX	Scaling Factor:	1
#   Frame 0, Gate 0
#      Value	      Weight	      X (mm)	      Y (mm)	      Z (mm)
      3.3463	           1	      109.57	    -36.5234	       -25.5
     3.34626	           1	     139.648	     19.3359	       21.25
     3.34608	           1	     131.055	    -15.0391	        4.25
     3.34501	           1	     135.352	    -2.14844	       -42.5
     3.34496	           1	     83.7891	     27.9297	         8.5
     3.34443	           1	     100.977	    -32.2266	       -42.5
     3.34387	           1	     113.867	     58.0078	      -12.75
     3.34382	           1	     79.4922	     45.1172	         8.5
     3.34353	           1	     113.867	    -40.8203	         8.5
     3.34321	           1	     143.945	     32.2266	      -29.75
     3.34267	           1	     88.0859	    -10.7422	          34
     3.34213	           1	     83.7891	     2.14844	         -34
     3.34209	           1	     135.352	     19.3359	         8.5
     3.34151	           1	     70.8984	     27.9297	       29.75
     3.34143	           1	     156.836	    -10.7422	         -17
     3.34124	           1	     118.164	     40.8203	       -4.25
     3.34121	           1	     122.461	     49.4141	       -25.5
     3.34065	           1	     66.6016	     27.9297	       12.75
     3.34053	           1	     156.836	    -6.44531	       21.25
      3.3401	           1	     156.836	     36.5234	       -4.25
     3.33972	           1	     156.836	     27.9297	        25.5
      3.3393	           1	     79.4922	     2.14844	       -25.5
     3.33894	           1	     143.945	     45.1172	         8.5
     3.33744	           1	     100.977	     19.3359	      -46.75
     3.33693	           1	     79.4922	    -2.14844	        -8.5
     3.33559	           1	     105.273	     58.0078	         -17
     3.33543	           1	     105.273	     40.8203	      -21.25
     3.33455	           1	     152.539	    -19.3359	      -12.75
     3.33194	           1	     148.242	     10.7422	          17
     3.33154	           1	     143.945	    -36.5234	      -12.75
     3.33148	           1	     83.7891	     36.5234	         8.5
      3.3313	           1	     100.977	     45.1172	       -4.25
     3.33066	           1	     135.352	     2.14844	          51
     3.33063	           1	     139.648	    -40.8203	      -12.75
     3.33026	           1	     131.055	     27.9297	         -34
     3.32942	           1	     156.836	     36.5234	           0
     3.32937	           1	     83.7891	     6.44531	       21.25
     3.32932	           1	      109.57	     58.0078	      -21.25
     3.32872	           1	     92.3828	     2.14844	          17
     3.32846	           1	     126.758	     53.7109	       -4.25
     3.32803	           1	     79.4922	     40.8203	         8.5
     3.32717	           1	     113.867	     19.3359	       38.25
     3.32696	           1	      109.57	     27.9297	       21.25
     3.32691	           1	     100.977	    -27.9297	      -46.75
     3.32689	           1	     96.6797	     45.1172	       -25.5
     3.32673	           1	     105.273	     2.14844	         -34
     3.32515	           1	     100.977	    -2.14844	       21.25
     3.32487	           1	     135.352	     15.0391	         8.5
     3.32402	     0.84375	     156.836	     19.3359	        42.5
     3.32358	           1	     131.055	    -6.44531	       38.25
     3.32352	           1	     131.055	    -23.6328	           0
     3.32178	           1	     83.7891	    -10.7422	      -29.75
     3.32168	           1	     126.758	    -10.7422	      -38.25
     3.32123	           1	     143.945	    -23.6328	       21.25
     3.32042	           1	     105.273	     36.5234	          51
     3.32024	           1	     139.648	    -19.3359	          17
     3.31949	           1	     135.352	    -40.8203	        4.25
     3.31943	           1	      109.57	     58.0078	        -8.5
      3.3194	           1	     113.867	     2.14844	        59.5
     3.31933	           1	     143.945	    -23.6328	          34
     3.31838	           1	     126.758	    -15.0391	       12.75
     3.31804	           1	     70.8984	     27.9297	        -8.5
     3.31796	           1	     75.1953	     36.5234	       -4.25
     3.31784	           1	     113.867	     15.0391	      -46.75
     3.31769	           1	     131.055	    -10.7422	        25.5
     3.31684	           1	     148.242	    -10.7422	        25.5
     3.31684	           1	     126.758	    -15.0391	         8.5
     3.31624	           1	     156.836	     27.9297	       12.75
     3.31544	           1	     96.6797	    -36.5234	       -25.5
     3.31496	           1	     96.6797	     6.44531	        4.25
     3.31453	    0.671875	     131.055	    -40.8203	         -34
     3.31421	     0.78125	     139.648	    -36.5234	         -34
     3.31308	           1	     139.648	     49.4141	       21.25
     3.31241	           1	     79.4922	     36.5234	        4.25
     3.31203	           1	     105.273	    -19.3359	      -46.75
     3.31188	           1	     79.4922	     23.6328	        42.5
      3.3115	      0.4375	     152.539	     32.2266	        42.5
     3.31036	           1	     113.867	    -6.44531	        42.5
     3.31024	           1	     126.758	     15.0391	         8.5
     3.30986	           1	     88.0859	     36.5234	           0
     3.30983	    0.421875	     126.758	    -45.1172	      -29.75
     3.30983	           1	     126.758	     53.7109	       12.75
     3.30977	           1	     118.164	    -15.0391	       21.25
     3.30971	           1	     156.836	     23.6328	          17
     3.30956	           1	     113.867	    -27.9297	       29.75
     3.30949	           1	     92.3828	    -19.3359	        25.5
     3.30916	           1	     152.539	     6.44531	       21.25
      3.3091	           1	     118.164	     27.9297	       -42.5
     3.30888	           1	     79.4922	     36.5234	       -4.25
     3.30808	           1	     143.945	     15.0391	        25.5
     3.30795	           1	     105.273	     23.6328	      -21.25
     3.30737	           1	     126.758	    -36.5234	      -38.25
     3.30632	           1	     139.648	    -36.5234	      -29.75
     3.30587	           1	     100.977	    -36.5234	         -34
     3.30576	           1	     75.1953	     27.9297	       -4.25
     3.30532	           1	     96.6797	    -10.7422	       46.75
     3.30488	           1	     126.758	    -23.6328	       -42.5
     3.30277	           1	     126.758	    -36.5234	        -8.5
     3.30211	           1	     83.7891	     2.14844	      -29.75
     3.30196	           1	     92.3828	     45.1172	         -17
     3.30143	           1	     105.273	    -32.2266	      -38.25
     3.30067	           1	     118.164	    -2.14844	          51
     3.30055	           1	     105.273	     15.0391	        -8.5
     3.30054	           1	     92.3828	    -2.14844	      -12.75
     3.30041	           1	     92.3828	     27.9297	         -34
     3.30024	           1	     161.133	     23.6328	      -12.75
     3.30001	           1	      109.57	    -15.0391	      -21.25
     3.29845	           1	     143.945	    -6.44531	      -38.25
     3.29823	           1	     92.3828	    -6.44531	        42.5
     3.29749	           1	     105.273	     19.3359	        -8.5
     3.29696	           1	     96.6797	     49.4141	      -21.25
     3.29646	           1	     113.867	     36.5234	         8.5
     3.29629	           1	     113.867	    -40.8203	        4.25
     3.29526	           1	     105.273	     15.0391	       -4.25
     3.29459	           1	     70.8984	     32.2266	           0
      3.2936	           1	     118.164	     32.2266	        -8.5
      3.2935	           1	     148.242	    -27.9297	       -25.5
     3.29317	           1	     105.273	     2.14844	       46.75
     3.29249	           1	     92.3828	     45.1172	        -8.5
     3.29061	           1	     113.867	    -15.0391	       12.75
     3.29031	           1	     143.945	     6.44531	       12.75
     3.29028	           1	     135.352	    -23.6328	       -42.5
     3.28968	           1	     105.273	     6.44531	       -25.5
     3.28872	           1	     100.977	    -10.7422	      -21.25
     3.28837	           1	     152.539	     2.14844	        42.5
     3.28798	           1	     105.273	    -23.6328	       -42.5
     3.28675	           1	     83.7891	    -2.14844	       29.75
     3.28664	           1	     92.3828	     23.6328	       -42.5
     3.28625	           1	     143.945	     6.44531	       -42.5
     3.28611	           1	     79.4922	    -2.14844	        4.25
     3.28605	           1	     139.648	    -23.6328	        25.5
     3.28594	           1	     135.352	    -15.0391	       21.25
     3.28518	           1	     122.461	     2.14844	      -46.75
     3.28495	           1	     131.055	     10.7422	        42.5
     3.28495	           1	      109.57	    -10.7422	      -38.25
     3.28298	           1	     135.352	    -19.3359	       12.75
     3.28271	           1	     88.0859	    -15.0391	        4.25
     3.28231	           1	     113.867	     58.0078	      -21.25
     3.28148	           1	     100.977	    -10.7422	       55.25
     3.28096	           1	     113.867	    -32.2266	        25.5
     3.28029	           1	     88.0859	     19.3359	       46.75
     3.27923	           1	     100.977	     45.1172	         -34
     3.27891	           1	     92.3828	    -10.7422	       38.25
     3.27843	           1	     83.7891	     6.44531	          17
     3.27809	           1	     100.977	     15.0391	       21.25
     3.27792	           1	     131.055	    -27.9297	       29.75
     3.27671	           1	     100.977	    -23.6328	          34
     3.27661	           1	      109.57	    -2.14844	       46.75
     3.27629	           1	     126.758	     6.44531	      -46.75
      3.2751	           1	     118.164	    -15.0391	       -4.25
     3.27441	           1	     156.836	     23.6328	       -25.5
      3.2744	        0.25	     152.539	     27.9297	       46.75
     3.27416	           1	     122.461	     36.5234	         -17
     3.27364	           1	     96.6797	    -2.14844	       55.25
      3.2736	           1	     152.539	    -23.6328	        -8.5
     3.27329	           1	     92.3828	    -15.0391	          34
     3.27235	           1	     148.242	    -6.44531	         8.5
     3.27206	           1	     118.164	     53.7109	       21.25
       3.272	           1	     88.0859	     6.44531	          17
     3.27142	    0.890625	     70.8984	     27.9297	          34
     3.27121	           1	     118.164	     2.14844	      -46.75
     3.27111	           1	     139.648	    -10.7422	          34
     3.27092	      0.8125	     126.758	    -45.1172	       -25.5
     3.27083	           1	     92.3828	    -32.2266	        4.25
     3.26948	           1	     131.055	     2.14844	         8.5
     3.26943	           1	     70.8984	     19.3359	         -17
     3.26935	           1	     83.7891	    -2.14844	       21.25
     3.26852	           1	     105.273	     23.6328	       46.75
     3.26793	           1	     105.273	    -2.14844	      -38.25
     3.26631	           1	     118.164	     32.2266	       -4.25
     3.26628	           1	     118.164	     32.2266	       -42.5
     3.26527	           1	     83.7891	     2.14844	          17
     3.26415	           1	     143.945	     15.0391	         -17
      3.2636	           1	     96.6797	     27.9297	         -17
     3.26341	           1	     113.867	     19.3359	      -46.75
     3.26271	           1	     96.6797	    -15.0391	       29.75
     3.26163	           1	     83.7891	    -2.14844	       12.75
     3.26082	           1	     88.0859	     32.2266	         -17
     3.26006	           1	     148.242	    -19.3359	        25.5
     3.26001	           1	     92.3828	    -32.2266	         8.5
     3.25998	           1	     122.461	    -2.14844	         -34
     3.25913	           1	     126.758	     23.6328	          17
     3.25851	           1	     100.977	     10.7422	      -46.75
     3.25848	           1	     113.867	     32.2266	       55.25
     3.25831	           1	     96.6797	    -23.6328	         -51
     3.25742	           1	     122.461	    -27.9297	          34
     3.25644	           1	     83.7891	    -19.3359	      -29.75
     3.25638	           1	     139.648	    -40.8203	        -8.5
     3.25583	           1	     92.3828	    -32.2266	        -8.5
     3.25414	           1	     92.3828	     27.9297	         -17
     3.25413	           1	     79.4922	    -10.7422	           0
     3.25283	           1	     96.6797	    -19.3359	       38.25
      3.2527	           1	     75.1953	     10.7422	          17
     3.25209	           1	     88.0859	     23.6328	      -12.75
     3.25172	           1	     152.539	     40.8203	           0
     3.25155	           1	     156.836	     32.2266	       21.25
     3.25067	           1	     113.867	    -32.2266	         -34
     3.24962	       0.875	     100.977	    -32.2266	      -46.75
     3.24914	           1	     96.6797	     36.5234	         -17
     3.24914	           1	     152.539	    -15.0391	       21.25
     3.24888	           1	     118.164	     10.7422	        -8.5
     3.24872	           1	     83.7891	     32.2266	      -21.25
     3.24849	           1	     131.055	     23.6328	      -38.25
     3.24848	           1	     126.758	     53.7109	      -12.75
     3.24823	           1	     135.352	     15.0391	       21.25
     3.24714	           1	     143.945	     23.6328	      -38.25
     3.24678	           1	     122.461	    -32.2266	        25.5
      3.2465	           1	     118.164	    -32.2266	        25.5
     3.24611	           1	     118.164	    -45.1172	       -25.5
     3.24513	           1	     126.758	     45.1172	        42.5
     3.24457	           1	     148.242	    -19.3359	         -34
     3.24412	           1	     100.977	     2.14844	        59.5
     3.24386	           1	     113.867	     27.9297	         -17
     3.24371	      0.9375	     83.7891	     49.4141	       21.25
     3.24358	           1	     100.977	     40.8203	         -17
     3.24309	           1	      109.57	    -36.5234	      -29.75
     3.24292	           1	     126.758	     49.4141	      -21.25
     3.24275	           1	     139.648	    -36.5234	       -4.25
       3.242	           1	     83.7891	    -10.7422	         -34
     3.24182	           1	     105.273	    -6.44531	      -55.25
     3.24175	           1	     113.867	    -6.44531	       38.25
     3.24169	    0.984375	     152.539	     40.8203	        25.5
     3.24141	           1	     100.977	    -2.14844	        25.5
     3.24124	           1	     131.055	    -6.44531	          34
     3.24028	     0.71875	     118.164	    -45.1172	      -29.75
     3.23991	           1	     70.8984	     32.2266	       -4.25
     3.23914	           1	     135.352	    -23.6328	       38.25
     3.23887	           1	     118.164	    -40.8203	        4.25
     3.23737	           1	     161.133	     6.44531	       21.25
      3.2365	           1	     83.7891	     23.6328	       46.75
     3.23622	           1	     113.867	    -36.5234	       -4.25
     3.23579	           1	     113.867	    -10.7422	      -38.25
     3.23532	           1	     135.352	    -10.7422	         8.5
     3.23529	           1	     83.7891	    -10.7422	      -21.25
     3.23508	           1	     96.6797	     40.8203	       -4.25
     3.23343	           1	     131.055	    -45.1172	      -12.75
     3.23309	           1	     92.3828	    -27.9297	      -38.25
     3.23284	           1	     122.461	    -6.44531	          34
     3.23268	           1	     105.273	    -32.2266	       -42.5
     3.23223	           1	     122.461	     45.1172	        42.5
     3.23135	           1	     122.461	    -40.8203	         -17
     3.23095	           1	     126.758	     10.7422	        4.25
     3.23094	           1	     135.352	     19.3359	       55.25
     3.23014	      0.4375	     75.1953	     45.1172	       21.25
        3.23	           1	     152.539	     40.8203	        -8.5
     3.22973	           1	     126.758	    -27.9297	          34
     3.22931	           1	     131.055	     23.6328	          17
     3.22833	           1	     83.7891	    -10.7422	       21.25
     3.22784	           1	     70.8984	     10.7422	        4.25
     3.22742	           1	     148.242	    -32.2266	       -4.25
      3.2267	           1	     131.055	    -40.8203	        4.25
     3.22654	           1	     66.6016	     15.0391	       12.75
     3.22621	           1	     135.352	     49.4141	      -12.75
      3.2262	           1	     126.758	    -6.44531	       46.75
     3.22583	           1	     122.461	    -6.44531	       46.75
     3.22579	           1	     96.6797	     32.2266	         -17
     3.22503	    0.296875	     83.7891	     40.8203	        42.5
     3.22413	           1	     139.648	    -6.44531	         8.5
     3.22389	    0.640625	     75.1953	     27.9297	        42.5
     3.22377	           1	      109.57	    -19.3359	       29.75
     3.22345	           1	     75.1953	     6.44531	       -4.25
      3.2231	           1	     118.164	    -23.6328	      -38.25
     3.22285	           1	     118.164	     49.4141	       29.75
     3.22227	           1	     118.164	     23.6328	       12.75
     3.22173	           1	     131.055	    -19.3359	       -42.5
     3.22135	           1	      109.57	     58.0078	       12.75
     3.22095	           1	     126.758	     19.3359	          51
     3.22023	           1	     118.164	    -27.9297	       38.25
     3.21994	           1	     83.7891	     10.7422	        25.5
      3.2182	           1	     135.352	     49.4141	          17
     3.21796	           1	     122.461	    -23.6328	           0
     3.21796	           1	     122.461	    -19.3359	           0
     3.21794	           1	     122.461	    -40.8203	         -34
     3.21751	           1	     105.273	    -27.9297	       -42.5
     3.21696	           1	     118.164	     6.44531	      -46.75
     3.21685	           1	     100.977	    -40.8203	       -25.5
     3.21578	           1	     96.6797	     2.14844	       55.25
     3.21453	           1	     143.945	    -2.14844	          51
     3.21433	           1	     152.539	     40.8203	       12.75
     3.21433	           1	     100.977	     58.0078	       12.75
      3.2143	           1	     161.133	    -2.14844	       -25.5
     3.21393	           1	     92.3828	     32.2266	      -29.75
     3.21306	           1	     105.273	     45.1172	       38.25
       3.213	           1	     96.6797	     23.6328	         -17
     3.21248	           1	     105.273	    -36.5234	         -34
     3.21217	           1	     139.648	    -40.8203	         -17
     3.21207	           1	     83.7891	     36.5234	           0
     3.21121	           1	     143.945	     19.3359	         8.5
     3.21079	           1	     88.0859	    -10.7422	       -42.5
      3.2105	           1	     83.7891	     32.2266	         -17
     3.21042	           1	     113.867	    -40.8203	      -29.75
     3.20982	           1	     139.648	     10.7422	          34
     3.20947	           1	     139.648	     15.0391	       29.75
     3.20781	           1	     143.945	     10.7422	      -21.25
      3.2072	           1	     100.977	     15.0391	        42.5
     3.20667	           1	     96.6797	    -6.44531	          51
     3.20605	           1	     96.6797	    -2.14844	         -17
     3.20578	           1	     118.164	    -27.9297	          34
      3.2054	           1	     135.352	     19.3359	       21.25
     3.20411	           1	     152.539	    -23.6328	         -17
     3.20381	           1	     100.977	    -10.7422	         -34
     3.20239	           1	     66.6016	     19.3359	       21.25
     3.20215	           1	     96.6797	     32.2266	       -42.5
     3.20171	           1	     135.352	     15.0391	      -21.25
     3.20164	           1	     100.977	    -19.3359	         -51
     3.20153	           1	     152.539	    -2.14844	          17
     3.20059	           1	     100.977	    -36.5234	         8.5
     3.20025	    0.265625	     148.242	     27.9297	          51
     3.20023	           1	     161.133	     15.0391	      -29.75
     3.19944	           1	     70.8984	     23.6328	        -8.5
     3.19936	           1	     96.6797	    -27.9297	      -46.75
     3.19907	           1	     148.242	    -19.3359	       21.25
     3.19877	    0.984375	     66.6016	     32.2266	       12.75
     3.19791	           1	     122.461	    -15.0391	      -46.75
     3.19726	           1	     96.6797	     6.44531	       21.25
     3.19668	           1	     92.3828	     10.7422	          51
     3.19642	           1	     88.0859	     27.9297	      -12.75
     3.19621	           1	     113.867	    -19.3359	        25.5
       3.196	           1	     66.6016	     32.2266	         8.5
     3.19598	           1	      109.57	     36.5234	          17
     3.19565	           1	     135.352	    -19.3359	       46.75
     3.19483	           1	     88.0859	     19.3359	         -34
      3.1948	           1	     122.461	    -27.9297	       38.25
     3.19438	           1	     143.945	     36.5234	      -21.25
     3.19365	           1	     139.648	     19.3359	       55.25
     3.19336	           1	     161.133	    -6.44531	       -4.25
     3.19312	           1	     105.273	    -6.44531	      -38.25
     3.19197	           1	     118.164	     15.0391	           0
     3.19189	           1	     143.945	     19.3359	          17
     3.19187	           1	     92.3828	    -32.2266	         -17
     3.19165	     0.96875	     96.6797	     45.1172	        42.5
     3.19161	    0.203125	     79.4922	     32.2266	       46.75
     3.19123	           1	     152.539	    -10.7422	       21.25
     3.19084	           1	     152.539	    -6.44531	          34
     3.19073	        0.75	     83.7891	     27.9297	          51
        3.19	           1	     143.945	    -36.5234	        -8.5
     3.18933	           1	     113.867	    -2.14844	      -38.25
     3.18825	           1	     105.273	    -10.7422	      -38.25
     3.18794	           1	     126.758	    -19.3359	       -42.5
     3.18748	           1	     131.055	     6.44531	       12.75
      3.1861	           1	     105.273	    -15.0391	       21.25
     3.18576	           1	     70.8984	     15.0391	        25.5
     3.18513	           1	     100.977	    -36.5234	      -29.75
     3.18413	           1	     113.867	     36.5234	       12.75
     3.18278	           1	     156.836	     36.5234	        -8.5
      3.1826	           1	     79.4922	     45.1172	       12.75
     3.18217	           1	      109.57	    -36.5234	      -21.25
     3.18141	           1	     143.945	     15.0391	       -42.5
     3.17917	           1	     88.0859	    -23.6328	       -4.25
     3.17868	           1	     105.273	    -40.8203	       -25.5
     3.17785	           1	     105.273	     36.5234	        25.5
      3.1762	           1	     148.242	    -23.6328	         8.5
     3.17591	           1	     131.055	     10.7422	          34
     3.17524	           1	     113.867	     45.1172	       38.25
     3.17524	           1	     100.977	    -23.6328	       38.25
     3.17464	           1	     143.945	    -19.3359	       21.25
     3.17373	           1	     105.273	    -10.7422	          34
     3.17333	           1	     96.6797	    -36.5234	        -8.5
     3.17325	           1	     92.3828	     45.1172	      -12.75
     3.17286	           1	     118.164	    -27.9297	      -38.25
     3.17268	           1	     88.0859	    -23.6328	         -34
     3.17217	           1	     156.836	     27.9297	          34
     3.17178	           1	     105.273	    -36.5234	      -29.75
     3.17079	    0.546875	     143.945	     40.8203	        42.5
     3.16991	           1	     100.977	    -36.5234	         -17
     3.16867	           1	     83.7891	     36.5234	       -4.25
     3.16857	           1	     100.977	    -2.14844	        59.5
     3.16843	      0.9375	     70.8984	     40.8203	        4.25
     3.16843	           1	     118.164	     40.8203	      -21.25
     3.16778	           1	     83.7891	     23.6328	        -8.5
     3.16735	           1	     100.977	     15.0391	       12.75
     3.16711	           1	     118.164	    -15.0391	        25.5
     3.16562	           1	     148.242	    -15.0391	         -34
     3.16558	           1	     105.273	    -10.7422	         8.5
     3.16546	           1	     79.4922	     19.3359	       38.25
     3.16505	           1	     152.539	    -19.3359	       29.75
     3.16471	           1	     131.055	    -40.8203	         8.5
     3.16304	           1	     92.3828	    -32.2266	           0
     3.16121	           1	     88.0859	     40.8203	      -12.75
       3.161	           1	     152.539	     40.8203	       -4.25
     3.16041	           1	     75.1953	     6.44531	         8.5
     3.16018	           1	     100.977	     10.7422	       29.75
     3.16003	           1	     96.6797	     19.3359	          51
     3.15987	           1	      109.57	    -40.8203	       -4.25
     3.15979	     0.65625	     92.3828	     45.1172	        42.5
     3.15972	           1	     100.977	    -6.44531	       12.75
     3.15943	           1	     105.273	     58.0078	          17
     3.15865	           1	     161.133	     2.14844	       21.25
     3.15805	           1	     79.4922	     15.0391	       29.75
     3.15792	           1	     113.867	     6.44531	         -34
     3.15725	           1	     96.6797	     10.7422	         8.5
     3.15685	           1	      109.57	     10.7422	         -17
      3.1567	           1	     100.977	     36.5234	          51
       3.156	           1	     79.4922	     6.44531	         -34
     3.15563	           1	     156.836	    -6.44531	          17
      3.1555	           1	     105.273	     58.0078	      -12.75
     3.15518	           1	     92.3828	     23.6328	         -17
     3.15501	           1	     143.945	    -10.7422	       29.75
     3.15484	           1	     70.8984	     10.7422	       12.75
     3.15439	           1	     161.133	    -2.14844	      -21.25
     3.15391	           1	     88.0859	     36.5234	       -4.25
     3.15368	           1	      109.57	    -2.14844	      -38.25
     3.15179	     0.71875	     135.352	    -36.5234	      -38.25
     3.15179	           1	     135.352	    -36.5234	       12.75
     3.15164	           1	     135.352	    -36.5234	       -4.25
     3.15148	           1	      109.57	     32.2266	       55.25
     3.15073	           1	     126.758	    -32.2266	        25.5
     3.15051	           1	     92.3828	    -27.9297	       21.25
     3.15008	           1	     96.6797	    -19.3359	          34
     3.14974	           1	     118.164	     6.44531	       -25.5
     3.14903	           1	     122.461	    -10.7422	        25.5
     3.14855	           1	     143.945	    -15.0391	      -38.25
     3.14855	           1	     96.6797	    -32.2266	      -38.25
     3.14841	           1	     143.945	    -19.3359	        42.5
     3.14797	           1	     92.3828	     23.6328	      -12.75
     3.14652	           1	     131.055	    -23.6328	        42.5
     3.14628	           1	     88.0859	    -23.6328	          17
     3.14558	           1	     83.7891	     2.14844	       29.75
     3.14398	           1	     139.648	     49.4141	       -4.25
     3.14363	           1	     100.977	     6.44531	       55.25
     3.14231	           1	     152.539	    -6.44531	       38.25
     3.14231	           1	     113.867	    -27.9297	          34
     3.14198	           1	      109.57	     45.1172	       38.25
     3.14175	           1	     70.8984	     10.7422	         8.5
     3.14156	    0.921875	     135.352	     40.8203	       46.75
     3.14111	           1	     96.6797	    -36.5234	       12.75
     3.14105	           1	     96.6797	     40.8203	      -12.75
     3.13915	       0.125	     75.1953	     45.1172	        25.5
      3.1391	           1	      109.57	    -15.0391	       55.25
     3.13897	           1	     83.7891	    -10.7422	          17
     3.13866	           1	     131.055	    -27.9297	           0
     3.13745	           1	     83.7891	     23.6328	       -4.25
     3.13706	           1	     92.3828	     32.2266	         -34
     3.13674	    0.953125	     143.945	    -32.2266	         -34
     3.13607	           1	     118.164	    -15.0391	      -21.25
     3.13549	           1	      109.57	     6.44531	      -46.75
      3.1353	           1	     139.648	    -15.0391	       46.75
     3.13475	           1	     113.867	    -19.3359	         -51
     3.13314	           1	     118.164	     19.3359	         8.5
     3.13309	           1	     131.055	     2.14844	       46.75
     3.13278	           1	     131.055	    -10.7422	        -8.5
     3.13271	           1	     70.8984	     15.0391	      -21.25
     3.13256	           1	     113.867	    -40.8203	       12.75
      3.1312	           1	     70.8984	     10.7422	       -4.25
     3.13077	    0.984375	     105.273	    -32.2266	      -46.75
     3.13057	           1	      109.57	    -6.44531	       38.25
     3.12962	           1	     75.1953	     15.0391	      -29.75
     3.12924	           1	     113.867	    -2.14844	       -59.5
     3.12862	           1	     139.648	     15.0391	        -8.5
     3.12848	           1	     96.6797	     53.7109	           0
     3.12785	    0.078125	     70.8984	     40.8203	        25.5
     3.12654	           1	     105.273	     58.0078	         8.5
     3.12648	           1	     88.0859	     23.6328	          51
     3.12648	           1	     135.352	    -2.14844	          51
     3.12599	           1	     100.977	     23.6328	         -17
     3.12591	           1	     122.461	    -19.3359	       -42.5
     3.12571	           1	     139.648	     15.0391	         -17
     3.12556	           1	     88.0859	    -23.6328	        -8.5
     3.12547	           1	     105.273	     19.3359	       21.25
     3.12519	           1	      109.57	    -32.2266	         -34
      3.1251	           1	     92.3828	     27.9297	      -12.75
     3.12477	           1	     152.539	    -19.3359	      -21.25
      3.1243	           1	     126.758	    -19.3359	        4.25
      3.1236	           1	     79.4922	    -6.44531	      -12.75
     3.12338	           1	     92.3828	     6.44531	          51
     3.12312	           1	     139.648	     49.4141	           0
     3.12289	           1	     83.7891	     6.44531	      -38.25
      3.1227	           1	     75.1953	     27.9297	       -25.5
     3.12263	           1	     70.8984	     10.7422	      -21.25
     3.12243	           1	     105.273	     6.44531	      -46.75
     3.12233	           1	     92.3828	     40.8203	      -21.25
     3.12144	           1	     88.0859	     6.44531	       38.25
     3.12112	           1	     96.6797	     53.7109	        -8.5
     3.12102	           1	     79.4922	     15.0391	         -34
     3.12064	           1	     156.836	    -10.7422	       21.25
     3.11936	           1	     66.6016	     19.3359	         8.5
      3.1191	           1	     131.055	     15.0391	          51
     3.11815	           1	     70.8984	     23.6328	       -4.25
     3.11753	           1	     92.3828	    -23.6328	      -46.75
     3.11543	           1	     96.6797	    -36.5234	         -17
     3.11528	           1	     105.273	    -36.5234	          17
     3.11524	           1	      109.57	    -27.9297	          34
     3.11507	           1	     113.867	    -40.8203	       -25.5
      3.1147	           1	     122.461	    -36.5234	          17
     3.11426	           1	     92.3828	     2.14844	       12.75
      3.1139	           1	     100.977	     32.2266	      -46.75
      3.1139	           1	     96.6797	    -6.44531	        -8.5
     3.11231	           1	     131.055	     10.7422	       38.25
     3.11223	           1	     113.867	     45.1172	        -8.5
     3.11088	           1	     126.758	     15.0391	          34
     3.11045	           1	     92.3828	    -2.14844	      -46.75
     3.10995	           1	     131.055	    -27.9297	          34
     3.10785	           1	     96.6797	    -2.14844	       12.75
     3.10764	           1	     122.461	    -2.14844	         -51
     3.10673	           1	     148.242	     10.7422	          51
     3.10564	           1	     135.352	     23.6328	       55.25
     3.10564	           1	     118.164	     32.2266	       55.25
     3.10501	           1	     126.758	    -15.0391	        -8.5
     3.10452	           1	     131.055	    -15.0391	       -4.25
     3.10383	           1	      109.57	    -19.3359	        25.5
     3.10344	           1	     96.6797	     36.5234	      -38.25
     3.10268	           1	     113.867	     2.14844	       55.25
     3.10139	           1	     83.7891	     36.5234	        4.25
     3.10101	           1	     135.352	    -15.0391	        25.5
     3.10065	           1	     92.3828	    -32.2266	      -21.25
     3.10055	           1	     92.3828	    -32.2266	       -4.25
     3.10011	    0.078125	     100.977	    -36.5234	      -46.75
     3.09964	           1	     135.352	    -10.7422	       29.75
     3.09956	           1	     79.4922	    -2.14844	         8.5
     3.09913	           1	      109.57	    -40.8203	        4.25
     3.09891	           1	     92.3828	     53.7109	          17
     3.09779	           1	      109.57	     23.6328	        -8.5
     3.09771	           1	     161.133	    -6.44531	        4.25
     3.09729	           1	     122.461	    -45.1172	      -21.25
     3.09729	           1	     100.977	    -36.5234	      -21.25
     3.09699	           1	     100.977	     36.5234	      -21.25
     3.09695	           1	     96.6797	     40.8203	         -34
     3.09651	           1	     113.867	     36.5234	       21.25
     3.09649	           1	     139.648	    -19.3359	        25.5
     3.09594	    0.234375	     105.273	    -36.5234	      -46.75
     3.09536	           1	     143.945	    -19.3359	        25.5
     3.09501	           1	     83.7891	     32.2266	        -8.5
     3.09473	           1	     122.461	    -15.0391	        -8.5
     3.09439	           1	     118.164	     53.7109	       -25.5
      3.0943	           1	     139.648	     45.1172	         -17
     3.09404	           1	     122.461	    -6.44531	       -42.5
     3.09383	           1	     135.352	     6.44531	        59.5
     3.09345	           1	     118.164	    -6.44531	      -38.25
     3.09327	           1	     131.055	     23.6328	       55.25
      3.0932	           1	     83.7891	     2.14844	       21.25
     3.09277	           1	     83.7891	    -15.0391	         -34
     3.09238	           1	     88.0859	    -19.3359	         8.5
     3.09228	     0.53125	     156.836	     23.6328	        42.5
